trade_date,open,high,low,close,pre_close,vol,amount,pct_chg,target_next_return,target_next_direction,hangseng_ret1_lag1,hangseng_ret5_lag1,hangseng_vol20_lag1,hangseng_gap_lag1,hangseng_intraday_lag1,hangseng_range_lag1,hangseng_vol_chg_lag1,hangseng_pct_chg_lag1
2020-01-02,3066.3357000000001,3098.1001000000001,3066.3357000000001,3085.1976,3050.1239999999998,292470208,327197122.60579997,1.1498999999999999,-0.00045760440109230002,0,,,,,,,,
2020-01-03,3089.0219999999999,3093.8191999999999,3074.5178000000001,3083.7858000000001,3085.1976,261496667,289991708.38150001,-0.0458,-0.0001224144686055,0,,,,,0.0104126215912072,,,1.2549999999999999
2020-01-06,3070.9088000000002,3107.2031999999999,3065.3087999999998,3083.4083000000001,3083.7858000000001,312575842,331182549.90609998,-0.012200000000000001,0.0069381664439315,1,-0.0032238490557575002,,,0.0099791476314062006,-0.0130725438422442,0.015945125198293601,0.3533437257198368,-0.32240000000000002
2020-01-07,3085.4881999999998,3105.4506999999999,3084.3290000000002,3104.8015,3083.4083000000001,276583111,288159227.6566,0.69379999999999975,-0.0122097982753487,0,-0.0079190903818778004,,,-0.0043934414705727003,-0.0035412069969816,0.0110215630107374,-0.0024938953397714001,-0.79190000000000005
2020-01-08,3094.2388999999998,3094.2388999999998,3059.1313,3066.8924999999999,3104.8015,297872553,306517394.45920002,-1.2210000000000001,0.0091263061877777003,1,0.0033964909893968,,,0.0044812991055470002,-0.0010799684544812,0.0074048250932910002,-0.31969888366160493,0.33960000000000001
2020-01-09,3082.6397999999999,3097.3290999999999,3080.1313,3094.8818999999999,3066.8924999999999,243435649,271716020.90219998,0.91259999999999997,-0.0008372532728954,0,-0.0082670540207879003,,,-0.0113861774178855,0.0031550473257098001,0.0120358476749219,0.2716205554369519,-0.82669999999999977
2020-01-10,3102.2937999999999,3105.2248,3081.3960999999999,3092.2907,3094.8818999999999,210442462,241555668.06079999,-0.083699999999999802,0.0075280438543501001,1,0.0168428278064023,0.00061239819055240003,,0.0099590856140292002,0.0068158624348508001,0.0083715704117641003,-0.0096739528888337006,1.6842999999999999
2020-01-13,3091.4929999999999,3115.5695999999998,3075.3836999999999,3115.5695999999998,3092.2907,210621004,258524058.00479999,0.75280000000000002,-0.0028082184394146001,0,0.0027029865901052001,0.0065620441804472001,,0.0036462308742689002,-0.00093981749260580003,0.0056325058646405001,-0.1559156211485781,0.27029999999999982
2020-01-14,3120.6669000000002,3127.1691999999998,3105.6048999999998,3106.8204000000001,3115.5695999999998,229973769,271542441.38669997,-0.28079999999999983,-0.0054018249654855001,0,0.0110600526569406,0.025818220595836602,,0.0046850011523069,0.0063453236559934002,0.0104601546186562,0.1977220586348469,1.1060000000000001
2020-01-15,3103.1749,3107.9425999999999,3082.0425,3090.0378999999998,3106.8204000000001,202313023,232913446.6557,-0.54020000000000001,-0.0051638525210321003,0,-0.0024106421909352001,0.019881322191959101,,0.0067204421767061004,-0.0090701290895599009,0.012399956622254901,-0.071351274092389602,-0.24110000000000001
2020-01-16,3095.7341999999999,3096.3717000000001,3070.884,3074.0814,3090.0378999999998,203375475,236843360.10100001,-0.51639999999999975,0.00046000733747630001,1,-0.0038618473027999,0.0244115619810936,,0.00020529587185650001,-0.0040663083783325001,0.012240896183989301,-0.28162226027906101,-0.38619999999999982
2020-01-17,3081.4641000000001,3091.9515999999999,3067.2525000000001,3075.4955,3074.0814,190304299,242273045.2552,0.045999999999999902,0.0065978961764048003,1,0.0038038353921079002,0.0112755155631805,,0.0011305506195089,0.0026702659018290002,0.0096671982884303006,0.2677890006754246,0.38040000000000002
2020-01-20,3082.1134000000002,3096.3105,3070.4801000000002,3095.7873,3075.4955,210493341,271122455.43309999,0.65980000000000005,-0.0140983199976302,0,0.0060028307269595002,0.014603571453513001,,0.0036395060907716001,0.0023547544928688002,0.0099719420116442005,-0.047920213118237201,0.60029999999999994
