信号日期,预测次日涨跌幅,预测方向,预测次日收盘价,置信度,次日实际涨跌幅,方向预测正确,校准后置信度,置信度校准窗口,置信度校准方法,置信度校准样本数,置信度校准回退标记
20260914,-0.0020006462731066966,下跌,3877.559623413901,0.29957824230194163,,,,,,,
