window,method,evaluation_rows,mean_calibrated_confidence,direction_accuracy,calibration_gap,expected_calibration_error,max_calibration_error,brier_score,selected,selection_rule
300,platt,300,0.5632764932142389,0.59,0.026723506785761075,0.040342128377616554,0.20427932387782854,0.24321874069246027,True,min_ece_then_brier
120,platt,300,0.5836501338158795,0.59,0.006349866184120478,0.05944927163618571,0.08127460018173238,0.24413039429439298,False,min_ece_then_brier
600,platt,300,0.544857800650861,0.59,0.04514219934913899,0.045142199349139024,0.05527066359577226,0.24369002427272585,False,min_ece_then_brier
