trade_date,predicted_pct_change,predicted_label,predicted_close,confidence,real_pct_change,correct,calibrated_confidence,confidence_calibration_window,confidence_calibration_method,confidence_calibration_rows,confidence_calibration_fallback,uncalibrated_predicted_return,return_calibration_scale,return_calibration_rows,return_calibration_close_fallback
20210223,-0,0,3636.3573000000001,0.6166666666666667,-0.019876319634486994,True,0.6166666666666667,300,platt,44,1,-0.0063710681417289972,0,44,0
20210224,0,1,3564.0799000000002,0.59166666666666667,0.0058825561121678138,True,0.59166666666666667,300,platt,45,1,0.013703944847826516,0,45,0
20210225,-0,0,3585.0457999999999,0.57499999999999996,-0.021189520089255232,True,0.57499999999999996,300,platt,46,1,-0.0047189499433674259,0,46,0
20210226,-0,0,3509.0803999999998,0.60833333333333328,0.012059968759906559,False,0.60833333333333328,300,platt,47,1,-0.0060654488756050288,0,47,0
20210301,-0,0,3551.3998000000001,0.60833333333333328,-0.012054007549361367,True,0.60833333333333328,300,platt,48,1,-0.0048818466725612302,0,48,0
20210302,-0,0,3508.5911999999998,0.6166666666666667,0.01947029337587125,False,0.6166666666666667,300,platt,49,1,-0.0099908645740065232,0,49,0
20210303,-0,0,3576.9045000000001,0.60833333333333328,-0.020524143152270469,True,0.60833333333333328,300,platt,50,1,-0.0094613876426268614,0,50,0
20210304,0,1,3503.4915999999998,0.6166666666666667,-0.00042954291655783461,False,0.6166666666666667,300,platt,51,1,0.0080883635788349222,0,51,0
20210305,-0,0,3501.9866999999999,0.60833333333333328,-0.023007683038887561,True,0.60833333333333328,300,platt,52,1,-0.0083253046958837156,0,52,0
20210308,0,1,3421.4141,0.60833333333333328,-0.018156849239617023,False,0.60833333333333328,300,platt,53,1,0.01542561396582624,0,53,0
20210309,-0,0,3359.2919999999999,0.59166666666666667,-0.00046283562131543832,True,0.59166666666666667,300,platt,54,1,-0.013058127637749545,0,54,0
20210310,-0,0,3357.7372,0.59166666666666667,0.023555774406645025,False,0.59166666666666667,300,platt,55,1,-0.0054544584380528342,0,55,0
20210311,-0,0,3436.8312999999998,0.59166666666666667,0.0047271450303656426,False,0.59166666666666667,300,platt,56,1,-0.0084426675078779854,0,56,0
20210312,0,1,3453.0776999999998,0.58333333333333337,-0.0095949477186684229,False,0.58333333333333337,300,platt,57,1,0.0046720811058835483,0,57,0
20210315,-0,0,3419.9456,0.58333333333333337,0.0078328146506190244,False,0.58333333333333337,300,platt,58,1,-0.0082373349885814379,0,58,0
20210316,0,1,3446.7334000000001,0.625,-0.00034307846379988405,False,0.625,300,platt,59,1,0.005366478437956069,0,59,0
20210317,0,1,3445.5509000000002,0.59999999999999998,0.0050840055794849626,True,0.39985714570465586,300,platt,60,0,0.0055075933681240944,0,60,0
20210318,0,1,3463.0681,0.66666666666666674,-0.01686501631313575,False,0.4098723668565582,300,platt,61,0,0.0035960401713793855,0,61,0
20210319,0,1,3404.6633999999999,0.66666666666666674,0.011389026004744007,True,0.40309979343409097,300,platt,62,0,0.0063957636761996861,0,62,0
20210322,0,1,3443.4391999999998,0.66666666666666674,-0.0092728223573687041,False,0.41286166033899691,300,platt,63,0,0.0049587200148405305,0,63,0
20210323,0,1,3411.5088000000001,0.66666666666666674,-0.013028897946855689,False,0.40614607554858112,300,platt,64,0,0.0070444643535776813,0,64,0
20210324,-0,0,3367.0605999999998,0.6333333333333333,-0.0010303051866663582,True,0.39991730974813994,300,platt,65,0,-0.006845205081586302,0,65,0
20210325,-0,0,3363.5915,0.59166666666666667,0.016272844071582471,False,0.4091656075027767,300,platt,66,0,-0.0048014893452251323,0,66,0
20210326,-0,0,3418.3267000000001,0.59166666666666667,0.0049641539528681999,False,0.40290232569908119,300,platt,67,0,-0.0063357590862748456,0,67,0
20210329,0,1,3435.2957999999999,0.59999999999999998,0.0062238599657122862,True,0.39692005684357951,300,platt,68,0,0.0050407736169743251,0,68,0
20210330,0,1,3456.6765999999998,0.59166666666666667,-0.0042714727782169337,False,0.40578914444879333,300,platt,69,0,0.0042999354608458931,0,69,0
20210331,-0,0,3441.9115000000002,0.66666666666666674,0.0070948947990090439,False,0.40009540628515206,300,platt,70,0,-0.0039517647623961202,0,70,0
20210401,0,1,3466.3314999999998,0.59999999999999998,0.0052103787534458768,True,0.39438586263957437,300,platt,71,0,0.0039081505045063091,0,71,0
20210402,0,1,3484.3924000000002,0.59999999999999998,-0.00040896656760014416,False,0.40285717989194736,300,platt,72,0,0.0030835901555054607,0,72,0
20210406,-0,0,3482.9674,0.60833333333333328,-0.00095946921581868683,True,0.39720519658080067,300,platt,73,0,-0.0026813225573023695,0,73,0
20210407,0,1,3479.6255999999998,0.6166666666666667,0.00084181470558220006,True,0.40539175229857716,300,platt,74,0,0.0037719071669965894,0,74,0
20210408,-0,0,3482.5547999999999,0.625,-0.0091535099462037861,True,0.41329712493885462,300,platt,75,0,-0.0045639832800181586,0,75,0
20210409,-0,0,3450.6772000000001,0.72222222222222221,-0.010933940734879521,True,0.4205501823637755,300,platt,76,0,-0.0042064635082047566,0,76,0
20210412,0,1,3412.9477000000002,0.72222222222222221,-0.0048279966317680278,False,0.42939876247395631,300,platt,77,0,0.0066930156526111145,0,77,0
20210413,0,1,3396.4699999999998,0.72222222222222221,0.0059624256949126764,True,0.42294023431400957,300,platt,78,0,0.0048105644843383791,0,78,0
20210414,0,1,3416.7212,0.72222222222222221,-0.0051902683777651504,False,0.43149440806492623,300,platt,79,0,0.0034499665079088413,0,79,0
20210415,-0,0,3398.9875000000002,0.66666666666666674,0.0081289795858325853,False,0.42507670167733502,300,platt,80,0,-0.0046921873856332159,0,80,0
20210416,0,1,3426.6178,0.61111111111111116,0.014863256707532413,True,0.41978209860331639,300,platt,81,0,0.0049393183960817688,0,81,0
20210419,-0,0,3477.5484999999999,0.61111111111111116,-0.0013244387533343227,True,0.42686104887678511,300,platt,82,0,-0.008216625345082048,0,82,0
