trade_date,source_rows,excluded_exchange_rows,all_active_rows,all_up_fraction,all_down_fraction,all_median_return,all_mean_return,all_down_amount_fraction,all_large_down_fraction,shanghai_active_rows,shanghai_up_fraction,shanghai_down_fraction,shanghai_median_return,shanghai_mean_return,shanghai_down_amount_fraction,shanghai_large_down_fraction
20211117,4682,146,4536,0.72376543209876543,0.24184303350970018,0.0092239999999999996,0.014430466049382714,0.26277570280562124,0.043209876543209874,2002,0.70029970029970035,0.26023976023976025,0.0071260000000000004,0.013184188311688312,0.27451673047429376,0.036463536463536464
20211118,4690,148,4542,0.28137384412153238,0.69374724790841036,-0.010404999999999999,-0.0064634161162483491,0.53066946870057097,0.28203434610303829,2005,0.28877805486284291,0.68029925187032414,-0.0083160000000000005,-0.0052015376558603495,0.51656900441075293,0.22842892768079801
20211119,4692,148,4544,0.72535211267605637,0.24559859154929578,0.0081300000000000001,0.012283939920774648,0.28794283169307017,0.052376760563380281,2006,0.74327018943170486,0.226321036889332,0.0082100000000000003,0.011871292123629112,0.26276162419862448,0.045363908275174475
20211122,4691,144,4547,0.53155926984825164,0.42973389047723776,0.001686,0.00963264196173301,0.24951110473166319,0.058939960413459426,2007,0.50772296960637764,0.44693572496263079,0.00061499999999999999,0.0083497643248629794,0.27678236868385908,0.054309915296462383
20211123,4700,152,4548,0.52704485488126651,0.42788038698328934,0.001372,0.0041642656112576958,0.45688176667201374,0.10664028144239227,2008,0.53237051792828682,0.41982071713147412,0.0014329999999999998,0.0041231020916334656,0.42022881220482583,0.10258964143426295
20211124,4692,145,4547,0.50670771937541237,0.45326588959753683,0.00062500000000000001,0.0047344308335166042,0.47761998344695999,0.11678029469980207,2007,0.51469855505729945,0.43647234678624813,0.00090700000000000004,0.0042920363726955653,0.4818578914214956,0.099152964623816647
20211125,4694,146,4548,0.43469656992084432,0.53122251539138088,-0.0018700000000000001,0.00038312335092348295,0.54484720831720557,0.14489885664028143,2009,0.43205574912891986,0.53160776505724239,-0.001789,0.00061860577401692373,0.53162705737623428,0.13140866102538576
20211126,4699,150,4549,0.33963508463398551,0.63904154759287757,-0.0066490000000000004,-0.0011212530226423387,0.49863028637533191,0.18355682567597273,2011,0.32471407260069618,0.65440079562406761,-0.0069220000000000002,-0.0016703505718547985,0.54190120201261693,0.16260566882148186
20211129,4707,157,4550,0.35516483516483516,0.62351648351648348,-0.0074225000000000003,-2.8710329670329736e-05,0.44020665407690929,0.18791208791208791,2011,0.3336648433615117,0.64196916956737937,-0.0077520000000000002,-0.00080952660367976154,0.48053264672447821,0.18647439085032322
20211130,4706,155,4551,0.63392660953636559,0.33509118874972532,0.0061729999999999997,0.0081521962206108547,0.42140120348162469,0.1026148099318831,2011,0.61959224266534063,0.34112381899552463,0.0053530000000000001,0.0077221889607160619,0.42820052826977512,0.092491297861760316
20211201,4703,151,4552,0.70738137082601049,0.27482425307557118,0.0097295000000000003,0.010440860720562391,0.41122335730611415,0.098637961335676622,2013,0.69796323894684553,0.2836562344759066,0.008742999999999999,0.0091860879284649775,0.40808865971489444,0.097367113760556387
20211202,4704,150,4554,0.24088713219148003,0.73649538866930175,-0.012550499999999999,-0.010981472551602986,0.58591938028006652,0.35002195871761088,2011,0.26653406265539531,0.7056190949776231,-0.0097230000000000007,-0.0087764942814520137,0.51983760362668163,0.2943809050223769
20211203,4704,150,4554,0.58036890645586303,0.37681159420289856,0.0027285,0.0042053950373298205,0.34308502895535031,0.10737812911725955,2011,0.60914967677772247,0.35206364992541023,0.0030719999999999996,0.0053548672302337142,0.29222745357733343,0.097463948284435609
20211206,4708,149,4559,0.21013380127220882,0.77407326168019297,-0.016501999999999999,-0.014372588944944066,0.61516299030146759,0.42684799298091686,2012,0.22316103379721669,0.75497017892644136,-0.013412,-0.012091088966202783,0.5735262538469631,0.36182902584493043
20211207,4699,138,4561,0.37601403201052402,0.59570269677702259,-0.0060240000000000007,-0.005701461521596141,0.56062872274486131,0.28239421179565882,2012,0.3951292246520875,0.57107355864811138,-0.0048535000000000002,-0.0060824910536779325,0.48809817075324707,0.27236580516898606
20211208,4700,138,4562,0.71021481806225339,0.24616396317404646,0.0070000000000000001,0.012002389522139412,0.19289855419270563,0.044717229285401137,2012,0.68588469184890655,0.26888667992047716,0.0060470000000000003,0.011588592445328033,0.21857903905787412,0.038767395626242547
20211209,4711,147,4564,0.58304119193689741,0.38540753724802806,0.0034394999999999998,0.0049501982909728312,0.36393695328541681,0.11415425065731814,2013,0.5986090412319921,0.36959761549925485,0.0038309999999999998,0.0052694699453551914,0.33862528477818415,0.11028315946348734
20211210,4712,145,4567,0.48981826144077073,0.47624261002846507,0,0.004060381432012262,0.47611821105952562,0.11057587037442522,2015,0.45856079404466499,0.50769230769230766,-0.000843,0.0027246977667493796,0.52319175583987565,0.11315136476426799
20211213,4706,139,4567,0.49682504926647691,0.46835997372454563,0,0.004124254871907161,0.35341267349990158,0.097657105320779508,2016,0.48214285714285715,0.47966269841269843,0,0.0033896889880952381,0.36634586706248568,0.1001984126984127
20211214,4712,145,4567,0.54477775344865342,0.42610028465075545,0.0024599999999999999,0.005689712502737026,0.509419814979991,0.11802058243923801,2015,0.49032258064516127,0.47940446650124069,0,0.0032849002481389581,0.5773877705433369,0.12853598014888337
