trade_date,raw_rows,active_rows,matched_rows,stock_coverage,amount_coverage,large_net_ratio,small_net_ratio,large_selling_fraction,large_selling_amount_fraction,large_net_median,large_small_divergence,shanghai_relative,up_sell_amount_fraction,down_buy_amount_fraction,high_turnover_large_ratio,other_turnover_large_ratio
20201204,4073,4074,4073,0.99975454099165439,0.99988832405655403,-0.015408241240278111,0.014809181502504433,0.65234470905966113,0.60285519286420963,-0.020672076415193193,0.57034127178983551,-0.0021239983596828844,0.18990378038407715,0.030275255582895802,-0.013243444319924894,-0.018309722170407671
20201207,4074,4075,4074,0.99975460122699389,0.99986985494464176,-0.023169225178053997,0.020199684567147418,0.70373097692685327,0.66419219353271908,-0.027842423353445729,0.62812960235640647,-0.0047967644040497956,0.15194880666177679,0.053263243981095471,-0.019886266965798417,-0.02747510627803686
20201208,4079,4080,4079,0.99975490196078431,0.9999038242606676,-0.023583877120432705,0.020473111180974082,0.70679088011767588,0.69695058525720233,-0.027943274136151393,0.63741113017896545,-0.0014221338495723733,0.23402002456725887,0.032325874338560857,-0.020369233635858616,-0.027896241961915397
20201209,4079,4080,4079,0.99975490196078431,0.999791405546398,-0.035080040365529343,0.032962054572265365,0.76244177494483945,0.73685637573183915,-0.040954745932322754,0.70213287570482963,0.0028884284470058266,0.060547742857913957,0.074784043942637352,-0.031268755246442487,-0.039806332740024562
20201210,4080,4081,4080,0.99975496201911296,0.99983565755836012,-0.02274928677014959,0.020378048316553973,0.6909313725490196,0.67292505446296647,-0.024201236668867858,0.60539215686274506,0.0036737551775927295,0.21721667005688372,0.04161537151838051,-0.020986787062805039,-0.02503857264001413
20201211,4083,4084,4083,0.99975514201762983,0.99987248607271362,-0.030670867153340647,0.028751835128870303,0.78373744795493505,0.71792556669968122,-0.039302372675914091,0.71662992897379374,0.0056886387545876695,0.10939438053175518,0.080551064429637415,-0.024978852055734281,-0.037750387721027436
20201214,4085,4087,4085,0.99951064350379248,0.99988176048090682,-0.0067264462882265369,0.0061691600256781765,0.633047735618115,0.539386252940526,-0.015639853064073644,0.51309669522643819,0.0024893792002912253,0.26428828277087935,0.034658016261155514,-0.0014718459056828643,-0.013941272937387362
20201215,4089,4090,4089,0.9997555012224939,0.99991909914074861,-0.013713029533010701,0.012883484082978965,0.65101491807287848,0.6121141313750289,-0.017219220643100459,0.56077280508681826,-0.0022824973539248925,0.20407424376153732,0.05961489605016243,-0.01170889648170451,-0.01677068286877547
20201216,4092,4094,4092,0.99951148021494873,0.99991604810472623,-0.014308934587374037,0.017633144691725576,0.72018572825024441,0.61925496441033467,-0.030649452143857971,0.64491691104594329,0.0063201243576786158,0.15005810525622951,0.075970707866354306,-0.004106141378197716,-0.028460484765935341
20201217,4092,4093,4092,0.9997556804300024,0.99989648943379783,-0.0046438693280895791,0.0074470247678886485,0.64296187683284456,0.54936774846943126,-0.016562787602302891,0.54252199413489732,0.0048774806915342665,0.28047802976095387,0.032692359050472339,0.0013865873081791086,-0.012897433138870406
20201218,4095,4096,4095,0.999755859375,0.99990335027009158,-0.015120149725350951,0.01371585470282384,0.66153846153846152,0.6216579329184474,-0.019357040498822083,0.57069597069597067,-0.00093262809150741581,0.16395872652262838,0.058237585542310955,-0.012877863786733872,-0.018326138265822436
20201221,4097,4098,4097,0.99975597852611031,0.99990649042762902,-0.0035143646598688764,0.0046692943627477642,0.61947766658530634,0.52888426174949243,-0.014060043111078715,0.50720039052965582,-0.0086359586379415633,0.3081569731353998,0.024204106110835431,0.0014645717806078271,-0.010930772769220727
20201222,4096,4097,4096,0.99975591896509641,0.99990495680603919,-0.035444084789415457,0.031159824896929776,0.763916015625,0.74518150818002549,-0.03837364813764714,0.689453125,-0.006024435079328469,0.12326112614602616,0.086596139412553869,-0.033243476859981837,-0.038584733919481772
20201223,4099,4100,4099,0.99975609756097561,0.99983844640145558,-0.0086437765885287992,0.0094902959119000686,0.675286655281776,0.59356186817050927,-0.02320864469767403,0.58087338375213471,0.0010451389617302225,0.31145999233247845,0.023712006886469138,-0.0027054054232605175,-0.017866797401785352
20201224,4101,4102,4101,0.99975621647976598,0.99974812205086294,-0.027158411822792654,0.025821028268132401,0.7554255059741527,0.70616525469018032,-0.039399890293774033,0.6900755913191905,0.0004256881387874889,0.12648764501809751,0.053178407831369623,-0.020964196394605297,-0.035257035303662178
20201225,4104,4105,4104,0.99975639464068211,0.99985738806739721,-0.0056853762165762706,0.0079383669215024912,0.60745614035087714,0.55213058070723176,-0.01291217467290607,0.50170565302144254,0.0017232026769157492,0.2424365961150764,0.026677583411974043,-0.0018789466279636056,-0.010931139019679509
20201228,4107,4108,4107,0.99975657254138262,0.99988875043524872,-0.019313503587019443,0.016780996548913622,0.7238860482103725,0.66619181471797206,-0.028716883799504454,0.64012661309958607,-0.00046587813157676627,0.21624810954975696,0.059102585281337508,-0.013589336733606405,-0.027036397907543006
20201229,4113,4114,4113,0.99975692756441414,0.99984420275566854,-0.026024637273283045,0.022184432543186396,0.6391928033065889,0.68646390451172368,-0.017522089617719051,0.52637977145635784,-0.001385162802034684,0.14174407990697865,0.066056742350652356,-0.03058081464305086,-0.019452704344725767
20201230,4115,4116,4115,0.99975704567541301,0.99984442674149687,0.0042691599228769465,0.00065979225986342101,0.60388821385176183,0.49376734085945867,-0.012384056383289509,0.47776427703523694,0.0014719671649048027,0.24605080302899715,0.030072671069321641,0.011761077261098464,-0.0078049681412307535
20201231,4117,4118,4117,0.99975716367168532,0.99983484392639765,0.0034990243167656873,0.0010144190621551048,0.54821471945591449,0.48035274017021723,-0.0048210621529226243,0.42530969152295361,0.0024592830714965444,0.31176904797241783,0.023357197230518809,0.0085104065398516355,-0.0046864472156897602
20210104,4120,4121,4120,0.99975734045134679,0.99973587914954365,-0.0069970831728976184,0.0052185353907224889,0.56674757281553401,0.52468864271781201,-0.0079975333866210922,0.46674757281553397,-0.0028692633855462038,0.26867897188512996,0.024719417331084185,-0.0084892265622641943,-0.0045801877011237384
20210105,4121,4122,4121,0.99975739932071805,0.99975810776950813,-0.013361850382063053,0.013270403409248998,0.68648386314001453,0.65123832384255964,-0.022616327031656371,0.60276631885464693,-0.0013573606441736052,0.27789180360977572,0.029648054565850183,-0.010803497526951989,-0.017656196308746826
20210106,4123,4124,4123,0.99975751697381188,0.9996565700864436,-0.018239389290356598,0.01810229466428874,0.72786805723987391,0.65543570968394627,-0.032801221270784865,0.66868784865389275,0.0051963359005679447,0.17910221683767263,0.040737062789563391,-0.013948803734793878,-0.025200478686444355
20210107,4128,4129,4128,0.99975781060789537,0.99977339553858247,-0.018317914405725909,0.01892830141269445,0.7870639534883721,0.65538389703193278,-0.042130443188971065,0.73255813953488369,0.00035011789065693757,0.25030509022878727,0.031812818443087976,-0.0065747301512009667,-0.0364810731490431
20210108,4129,4130,4129,0.99975786924939469,0.99981140397205526,-0.022006484991094467,0.017731314379360534,0.67425526761927823,0.68927197936163909,-0.019772795661697855,0.55848873819326716,0.00092716119186496068,0.2045145782302068,0.04727216855910342,-0.023305413723708483,-0.019652203452874779
20210111,4125,4126,4125,0.99975763451284538,0.99977865805836463,-0.024756783788583384,0.020910304589873974,0.74424242424242426,0.68071085045547985,-0.031698945973318002,0.65672727272727272,-0.001251437556698029,0.11957699690631481,0.058754537085646381,-0.02213461899270034,-0.029856189603647419
