trade_date,contract_rows,P_contract_rows,P_volume,P_amount,P_interest,C_contract_rows,C_volume,C_amount,C_interest,near_put_interest_share,far_put_interest_share,near_interest_share,put_interest_term_spread,matched_put_interest_growth,matched_call_interest_growth,matched_interest_imbalance,matched_contract_rows,matched_prior_interest_coverage
20211012,94,47,1278539,61124.354899999998,1295718,47,1334392,78608.081600000005,1407770,0.4917635557295636,0.45756322612279299,0.63488204867193787,0.034200329606770608,-0.048316527127045809,0.048863570324828305,-0.048588094701790555,94,1
20211013,94,47,1147598,51709.43450000001,1390340,47,1306214,88174.419300000009,1366831,0.53101343787264277,0.45944041828888171,0.62625314135394572,0.071573019583761055,0.073026692536493285,-0.029080744723925071,0.05014300044978931,94,1
20211014,94,47,909185,42489.9228,1372169,47,1051541,68123.785200000013,1417813,0.51029680125364985,0.46201333581853993,0.61732692182243465,0.048283465435109918,-0.013069465022944027,0.037299417411516128,-0.025081142954136687,94,1
20211015,94,47,984260,42883.840200000006,1458074,47,1205581,81668.0239,1394019,0.5383250271676453,0.46865474648195882,0.61108876884449426,0.069670280685686481,0.062605262179804388,-0.01678218495669034,0.039318891663100333,94,1
20211018,94,47,1507015,82079.223500000007,1356484,47,1571126,77888.263299999991,1634125,0.45378282748680276,0.45329632871716885,0.58554093831724574,0.00048649876963391403,-0.069674104332153236,0.17224012011314049,-0.11980534996579704,94,1
20211019,94,47,948321,42785.761299999998,1377710,47,1059995,56716.167600000008,1533529,0.48718647083375222,0.45521415006094279,0.56374450878131266,0.031972320772809426,0.015647807124890525,-0.061559550218006576,0.040734846982671422,94,1
20211020,94,47,931367,39491.951399999998,1383149,47,1056679,53434.921699999992,1588193,0.47606052651407432,0.45238185041300494,0.55385479019244499,0.023678676101069385,0.003947855499343113,0.035645886057583523,-0.016908608327931854,94,1
20211021,94,47,1325709,52375.106400000011,1439161,47,1603136,84701.556299999997,1550026,0.50037189058152665,0.45974942939473817,0.53434060833263364,0.040622461186788472,0.040495998623431027,-0.02403171402971805,0.03169577921356747,94,1
20211022,94,47,1624670,62984.477400000003,1584492,47,1931543,119911.68770000001,1498523,0.54568332034128786,0.4818101831122158,0.5030624242827233,0.063873137229072063,0.10098314226135922,-0.033227184576258721,0.06584867390364002,94,1
20211025,100,50,1037183,42024.787600000003,1482104,50,1209766,71069.080400000006,1509428,0.51250614335275635,0.44751722874273442,0.73729313274937391,0.064988914610021931,-0.064664889440905982,0.0053752928717143477,-0.035846727959481225,94,1
20211026,100,50,1202919,55087.4781,1424428,50,1531107,82986.652200000011,1564148,0.48604353428325953,0.45122794345906919,0.72945409452528565,0.034815590824190334,-0.038914947938876086,0.036252143195965626,-0.037571384828910405,100,1
20211027,100,50,1482740,77946.738499999992,1278804,50,1514540,68270.487999999998,1721993,0.41898336661368663,0.44457605510522508,0.7197864434015363,-0.025592688491538451,-0.10223331751411795,0.10091436360242126,-0.10154300911203196,100,1
20211028,94,47,791920,52540.335800000001,955946,47,908386,53688.745600000002,1366239,0.39428676566353604,0.44059892448922422,0.62491016004323519,-0.046312158825688177,0.088751272247132293,0.10596227566980414,-0.02522941665676607,76,0.70123037313087155
20211029,94,47,621584,39855.030899999998,996592,47,811538,53104.233299999993,1385162,0.40666128654641226,0.43811168681635004,0.62587194143475777,-0.031450400269937784,0.042519138110311668,0.013850431732661709,0.0093545518552570102,94,1
20211101,94,47,722345,46949.212899999999,1046005,47,767324,48369.364099999992,1450526,0.41011001744409387,0.43449104722534976,0.63605458934817949,-0.024381029781255892,0.049581975372068009,0.04718870428152086,-0.0066971651984209955,94,1
20211102,94,47,1337828,91174.642500000016,1092303,47,1530265,82515.413799999995,1656745,0.37923765005295573,0.43087811788147512,0.64948047469523995,-0.051640467828519387,0.044261738710618018,0.14216842717745148,-0.064057285889900825,94,1
20211103,94,47,899385,59784.639199999998,1149570,47,998617,52838.235000000001,1797196,0.3670526092584121,0.4350679183678372,0.66096154224665282,-0.068015309109425104,0.052427760429111701,0.084775267165435833,-0.030259202458451071,94,1
20211104,96,48,681969,46102.250100000005,1170120,48,777334,44272.392399999997,1769377,0.3801048313935107,0.43287752829875653,0.65961047077101964,-0.052772696905245831,0.01742912567307776,-0.015511385513878286,0.016259519758270592,94,1
20211105,96,48,813681,52161.237800000003,1184984,48,910865,52206.181200000006,1731919,0.38926053676847239,0.43824234485826558,0.65320238622950433,-0.048981808089793188,0.012702970635490377,-0.021170163283460788,0.017799643952689865,96,1
20211108,96,48,683705,45112.515099999997,1197806,48,789668,42422.739700000006,1839431,0.37374308999715794,0.43406903921785722,0.65801648011004743,-0.060325949220699282,0.010820399262774855,0.062076806132388411,-0.032462512466132742,96,1
20211109,96,48,721605,46707.168399999995,1217966,48,936766,46546.217700000008,1944668,0.36159209178614288,0.43045583863588177,0.65846790997630456,-0.068863746849738894,0.01683077226195227,0.057211713839768925,-0.028011314230664251,96,1
20211110,96,48,1247735,85776.284700000004,1220903,48,1502964,62231.328699999998,2029839,0.3470119698178481,0.42784788087455006,0.64663298410024539,-0.080835911056701959,0.0024113973624879511,0.043797193145565204,-0.026001744115822446,96,1
20211111,96,48,1195613,62547.584100000007,1272308,48,1539090,83344.013900000005,1744445,0.41455586142353673,0.4339430431157662,0.62905249451977008,-0.019387181692229472,0.042104081978666608,-0.14059932832111316,0.10360680730737783,96,1
20211112,96,48,683049,35232.231099999997,1268873,48,846394,46630.522500000006,1810797,0.4008994314474788,0.43070921677042973,0.6270866683768066,-0.029809785322950921,-0.0026998179686050861,0.038036166230520307,-0.023133150112057566,96,1
20211115,96,48,658456,34382.712100000004,1268722,48,833562,42818.306400000001,1872423,0.38594422535328021,0.43253184072987383,0.61448802904673294,-0.046587615376593616,-0.00011900324145915313,0.034032528218237608,-0.020059616777122223,96,1
20211116,96,48,885803,45540.457900000001,1274309,48,1077438,54815.081600000005,1858332,0.38725321238633031,0.43542909606010044,0.59458903845030442,-0.048175883673770126,0.0044036439818967432,-0.0075255431064454991,0.006264594598466483,96,1
20211117,96,48,777136,41478.243000000002,1258640,48,939741,45340.078499999989,1930024,0.36898594417266001,0.4299989517406681,0.57816596543254484,-0.061013007568008093,-0.012296075755566351,0.038578682388292297,-0.027887332126470925,96,1
20211118,96,48,1024790,60752.4283,1244168,48,1214088,48773.608599999992,1990409,0.35220282449152179,0.42427099722346789,0.54982274343755,-0.072068172731946101,-0.011498124960274582,0.031287175703514566,-0.023475976145495417,96,1
20211119,96,48,1232482,67018.505499999999,1219213,48,1657905,77520.929400000008,1826343,0.37095308421328027,0.42949150435007377,0.49824104367150035,-0.058538420136793501,-0.02005758064827258,-0.082428284839949975,0.043007478257589785,96,1
20211122,96,48,741061,39328.993800000004,1202747,48,998937,45771.812699999995,1758257,0.39563716438185853,0.48788735386630944,0.88554490301262678,-0.092250189484450906,-0.013505433423036008,-0.037279963292765929,0.016949286107364302,96,1
20211123,96,48,864510,46462.490100000003,1218681,48,1048867,51484.534500000002,1689644,0.40862508636588779,0.49452657809666262,0.87885157264060931,-0.085901491730774826,0.013248006438594319,-0.039023305466720733,0.028553490640336857,96,1
20211124,96,48,938028,53322.896999999997,1220567,48,1037126,59415.5213,1648015,0.41393824248532712,0.5044302622671587,0.8722909088880848,-0.090492019781831579,0.0015475747960294777,-0.02463773433930461,0.014962220522121841,96,1
20211125,92,46,669150,40468.713800000012,941732,46,708718,39439.722999999998,1213577,0.41945232059293808,0.50310916142552997,0.79100769309644237,-0.083656840832591894,0.047009564014747825,0.10023690106586855,-0.034342428238262397,74,0.67757832964161391
20211126,92,46,801123,52797.042299999994,973113,46,826035,41977.424899999991,1397220,0.3859939480554907,0.49887658326089657,0.78256557201034627,-0.11288263520540587,0.033322643809491445,0.15132373141547673,-0.070645090796725665,92,1
20211129,164,82,810571,51019.787254000003,1062567,82,864255,41233.430163999998,1520254,0.38441648296428726,0.50003981974926837,0.76664430094071556,-0.1156233367849811,-0.026060693876250755,-0.010330513448132721,-0.0046094789213161191,92,1
20211130,164,82,830043,50929.539799000006,1100739,82,929056,44437.123687000007,1637590,0.37343151637548344,0.49577756245998661,0.7667011524181353,-0.12234604608450317,0.035924322889756596,0.07718183935052958,-0.030650207660538612,164,1
20211201,164,82,551499,30131.748350999998,1128758,82,644126,32335.780175000007,1642152,0.3819720413510031,0.49022465218843148,0.76547451920127318,-0.10825261083742838,0.025454717239963332,0.0027858010857418525,0.0085661730201155514,164,1
20211202,164,82,713429,38882.444978999993,1157336,82,803511,43067.490611000001,1622202,0.39395994851916877,0.48739029579836468,0.76006552168022168,-0.093430347279195913,0.02531809298361562,-0.012148692691054178,0.017513380080912046,164,1
20211203,164,82,929203,46118.309315000006,1206023,82,1096327,59996.308932999993,1576829,0.41598370441043048,0.48418875140385514,0.74499075049625352,-0.068205046993424667,0.042068163437411432,-0.02797000620144717,0.033840156169838299,164,1
20211206,164,82,982688,43107.963900000002,1293991,82,1228244,69227.738694,1547828,0.44652582855098089,0.47936594518827191,0.73163421034203802,-0.032840116637291028,0.072940565810104788,-0.018391975287111031,0.042032059196823977,164,1
20211207,164,82,945211,40846.060240999992,1380919,82,1170962,63789.81719899999,1563550,0.4643662129041396,0.48111910152753617,0.72415297970533909,-0.016752888623396578,0.0671782106676167,0.010157459355949111,0.025056486707985274,164,1
20211208,172,86,1404570,55797.145597999988,1522526,86,1804329,109417.177822,1522780,0.50510518583061814,0.48744840576053061,0.7085035132758416,0.01765678007008753,0.10239775106287914,-0.031111892808033,0.064544065500434886,164,1
20211209,172,86,2116448,81072.027687000009,1658551,86,3115634,221164.97008300002,1541279,0.52815185113954566,0.49605197207440155,0.69385779869555575,0.03209987906514411,0.089341659846859753,0.012148176361654342,0.038592509258511293,172,1
20211210,180,90,1009469,43242.513305,1636373,90,1356081,86238.647058000017,1586280,0.51720271023334252,0.48794549770789253,0.67766247250324496,0.029257212525449994,-0.013503353228209444,0.024080001090003821,-0.018597863011472485,172,1
20211213,180,90,1644116,64743.322157000002,1685667,90,2333676,155767.70338600001,1630002,0.5159792255568183,0.4939800138559402,0.65521528234573478,0.021999211700878096,0.030123938735239459,0.027562599288902336,0.0017290102285291032,180,1
20211214,180,90,1095829,49410.217185000001,1655095,90,1310812,68400.707664000001,1703503,0.49799674301979235,0.48356098979345713,0.63955317069801154,0.014435753226335224,-0.018136440945928228,0.045092582708487476,-0.031388235677324849,180,1
20211215,180,90,1199880,56245.450168999989,1589295,90,1445910,66921.680682999999,1779063,0.47170687553554835,0.47202870266631608,0.61498065229408516,-0.00032182713076772673,-0.039756026089136878,0.044355660072215898,-0.042088990703859172,180,1
20211216,180,90,1099360,53271.256659999999,1596033,90,1306154,65029.300051999999,1836944,0.46302268794191326,0.46773153847940718,0.5987249550463053,-0.0047088505374939249,0.0042396156786499673,0.032534542059499863,-0.015183362338563775,180,1
20211217,180,90,1594084,75627.129929000002,1515817,90,1668961,70448.225139000002,1931721,0.43372111057759721,0.44685150321885531,0.54609869419858459,-0.013130392641258093,-0.050259612426560102,0.051594931582018833,-0.05097412537281782,180,1
20211220,180,90,1447938,71058.812216999999,1463250,90,1572545,62534.221677000009,2034710,0.4007785256670181,0.43469553740905326,0.48295206348843328,-0.033917011742035152,-0.034678988294761175,0.053314634980931509,-0.045120894969105492,180,1
20211221,180,90,1090622,56105.664193000004,1459930,90,1206226,49341.791695,2012476,0.40090820807093508,0.43459170135734471,0.42020921516665966,-0.033683493286409627,-0.0022689219203827098,-0.010927355741112985,0.0054071515969307824,180,1
20211222,180,90,1129104,59643.316417999995,1394678,90,1139630,49162.601547000006,2033611,0.35643464296238925,0.4331711673286594,0.34346841821095014,-0.076736524366270153,-0.044695293609967601,0.010501988595143496,-0.024878139249845783,180,1
20211223,146,73,835019,45893.640335999997,1056673,73,961969,50246.174549000003,1392352,,0.4314668082195976,0,,0.066749540756513251,0.075535719744444105,-0.013901847359582012,128,0.65653158178904991
20211224,148,74,660015,33192.274281999998,1088594,74,710967,41468.895366000004,1432864,,0.431731958255898,0,,0.030204235368936273,0.028626381834478638,-0.0032429232041322567,146,1
20211227,148,74,621213,37626.068605,1144244,74,644613,36611.644972000002,1503497,0.39127143144438331,0.53220689376847796,0.70988740968244246,-0.14093546232409465,0.051120987255119904,0.049294978448757173,-0.0059421969352652319,148,1
20211228,148,74,720694,39190.621569999996,1189089,74,847420,52881.986856000003,1535713,0.39575011027699109,0.53696855785390585,0.71218679375602334,-0.14121844757691476,0.039191815731609694,0.021427378970493457,0.0047697263440797267,148,1
20211229,148,74,1052162,64073.938223999998,1236747,74,1151240,63546.39113399999,1781259,0.36490543125866354,0.52699134051507002,0.7230850435685019,-0.16208590925640648,0.040079422145861243,0.15989055246650904,-0.072624726493888361,148,1
20211230,148,74,751449,42504.384472000005,1221942,74,845518,44654.581576000004,1776906,0.35956526226814595,0.52896935736067185,0.71721340994942062,-0.16940409509252591,-0.011970920487375348,-0.0024437771261787309,-0.0034632137908274536,148,1
20211231,148,74,576300,31911.496658,1233699,74,694421,38697.961616000001,1807702,0.35838719328780033,0.52441013838727646,0.71541339007911153,-0.16602294509947613,0.0096215695998664429,0.01733124881113576,-0.0063487712614977484,148,1
20220104,148,74,953637,56340.418532000003,1256292,74,1133972,54477.349124000008,1908277,0.34848780780961253,0.51872359446871708,0.71510717573230353,-0.17023578665910455,0.018313219026683168,0.055636935733876493,-0.025640157282778561,148,1
20220105,148,74,978867,54273.554880000003,1267793,74,1142278,59283.731061999999,1952259,0.34412577166158487,0.51807276161470261,0.71489932460718031,-0.17394698995311775,0.0091547188074110157,0.023048016613940219,-0.01026395695590774,148,1
20220106,148,74,1269721,78008.286191999985,1310181,74,1371495,56939.220135999989,2153255,0.32823232377596701,0.50975019605092198,0.72423079277341917,-0.18151787227495497,0.033434480234549334,0.1029556016901446,-0.049256347413023142,148,1
20220107,148,74,779861,43023.884712999992,1317636,74,921348,42315.454684000004,2148184,0.33056975813089667,0.50909002184512386,0.72210212878914659,-0.17852026371422719,0.0056900535116903694,-0.0023550392313033061,0.0036166396607299803,148,1
20220110,148,74,765104,41658.141323000003,1341860,74,849221,40148.532264999994,2163586,0.33326497601532473,0.50876820560097691,0.71779454026677347,-0.17550322958565218,0.018384440012264389,0.0071697768906201706,0.0025454293644794016,148,1
20220111,148,74,882190,45679.935108999998,1368409,74,1028886,45074.060014999995,2217933,0.3337542839793417,0.50120618661416094,0.71450352476144219,-0.16745190263481924,0.019785223495744714,0.025118946046055021,-0.0079299467171937612,148,1
20220112,148,74,716178,35629.534661999998,1382332,74,833227,37271.765697999996,2165731,0.34348334912307238,0.50144659194136787,0.7080426700427811,-0.15796324281829549,0.010174589614654683,-0.023536328644733633,0.018438007306609352,148,1
20220113,148,74,1185579,64636.951500000003,1373255,74,1371694,52657.710918000004,2299413,0.32325255980626644,0.48739359388660541,0.6913657863983349,-0.16414103408033898,-0.0065664399001108273,0.061726040768682724,-0.040235756805896625,148,1
20220114,148,74,1477580,91511.904217000003,1370915,74,1540718,49857.582054999992,2414474,0.30969820044450674,0.47106603274537701,0.67489549951141081,-0.16136783230087026,-0.0017039806882188668,0.050039292636859932,-0.03196613470098577,148,1
20220117,156,78,957899,56648.427032,1347237,78,1080842,34104.138396000002,2381278,0.30576631166779961,0.46849203818404306,0.65852303128725509,-0.16272572651624345,-0.025204334331450164,-0.013817502279999701,-0.00031463080808867994,148,1
20220118,156,78,1135741,56593.661449000014,1390864,78,1426731,53413.234158999992,2217941,0.33137469408500519,0.48013894006702873,0.6367825360472511,-0.14876424598202354,0.032382572628275499,-0.068592159336289163,0.055508426276949401,156,1
20220119,156,78,950972,48930.528144000011,1380813,78,1051847,41211.488326000006,2186424,0.32964591772363544,0.4809322863018301,0.6203490264313809,-0.15128636857819466,-0.0072264434193422215,-0.014210026326218777,0.0059482294000368545,156,1
20220120,156,78,1622204,71528.183304000006,1428710,78,2042922,99111.680854999999,2046278,0.35517005710801458,0.48537116003829084,0.57011937882950958,-0.13020110293027626,0.034687535531603482,-0.064098271881391722,0.052713907149987513,156,1
20220121,156,78,1078333,46076.387366999996,1387548,78,1249079,54769.171177999997,2114868,0.32510482344699226,0.48167488217724869,0.54612016390971263,-0.15657005873025642,-0.028810605371278986,0.033519394725447862,-0.031583418417560002,156,1
20220124,156,78,1141485,56553.117200000008,1347145,78,1297316,48606.482884000005,2071272,0.35599988282051032,0.50769246902388832,0.74893583784541207,-0.151692586203378,-0.029118271944466066,-0.020614052508241647,0.00091165641088894066,156,1
20220125,156,78,1501475,82736.496371000001,1268786,78,1609056,53366.649230000003,2164956,0.32297474503727597,0.49775202973665383,0.73377207722653592,-0.17477728469937787,-0.058166715535447187,0.045230177398236447,-0.050328265978082841,156,1
20220126,156,78,1294181,83277.051414000001,1250257,78,1338075,52758.316529999996,2160064,0.31611905160626347,0.49735653004966968,0.72141126890987683,-0.18123747844340621,-0.014603723559370927,-0.0022596302188127612,-0.0039714690270847373,156,1
20220127,132,66,1101232,76927.345421999999,1052464,66,1096669,57045.047404000004,1363789,0.39540546801285925,0.49243983609064801,0.58600817050201282,-0.097034368077788757,0.060752492098225142,0.1497240036472457,-0.05395223155719002,114,0.63612252336363639
20220128,132,66,1400089,107429.82866600002,1117617,66,1442997,68008.841383000006,1578009,0.37288775450072187,0.47832177273724535,0.60433902922734828,-0.10543401823652349,0.061905205308685145,0.15707708450500774,-0.061693456769634634,132,1
20220207,140,70,1019000,60800.424594999997,1130945,70,1155456,51302.431882999997,1606180,0.3722970932624674,0.47302329851036412,0.59404703840708772,-0.10072620524789672,-0.00090639279824841605,0.017380762720618198,-0.010550425021868761,132,1
20220208,140,70,1059313,64019.741511999993,1199758,70,1234201,56293.968308999989,1688941,0.38321871033468691,0.46399026085987272,0.60246602363209178,-0.080771550525185809,0.060845576044812083,0.051526603494004411,-0.0050958578800748963,140,1
20220209,140,70,825770,45353.625763999997,1220593,70,976389,50546.545032999995,1667766,0.39356792834629517,0.46505951553493197,0.59404249956463173,-0.071491587188636796,0.017366002143765661,-0.012537442101293058,0.014542878991546021,140,1
20220210,140,70,619966,32138.581928,1254238,70,685929,37045.20380499999,1664059,0.40213492274100665,0.46938006752111183,0.58882834749170487,-0.067245144780105182,0.027564470712186616,-0.0022227338847296322,0.012931910472347794,140,1
20220211,140,70,998892,47715.356646000015,1287427,70,1218101,63842.703021000008,1663515,0.41286234657067233,0.46832220162926086,0.57781582965710609,-0.055459855058588525,0.026461484981319335,-0.00032691148571054274,0.011559138771687735,140,1
20220214,140,70,1132644,58060.141624000004,1227725,70,1089380,44702.492536999998,1803602,0.36212622064985422,0.46081587755384007,0.56544411078052614,-0.098689656903985845,-0.046373114747476941,0.084211443840302005,-0.067703465537445329,140,1
20220215,140,70,802421,40241.557221999996,1296246,70,759924,33743.851782000005,1803803,0.3706499366247889,0.47652888757830536,0.55149418605963973,-0.10587895095351646,0.055811358406809342,0.0001114436555293241,0.022537984189762439,140,1
20220216,140,70,742885,33409.717419999994,1338340,70,909347,44483.227121999997,1766573,0.38402039923168568,0.48403051749165782,0.52985703625190139,-0.10001011825997214,0.03247377426815589,-0.020639726178523929,0.025587982641564699,140,1
20220217,140,70,946830,41593.405785000003,1430065,70,935395,46874.069645999996,1715725,0.41739650237526371,0.4936425397003279,0.51210633894824509,-0.076246037325064187,0.068536395833644667,-0.028783412856417483,0.045918516879538976,140,1
20220218,140,70,917387,41679.111599999997,1430663,70,922923,44982.918799999999,1685859,0.4184988832321575,0.49585066938209521,0.47565940493922393,-0.077351786149937707,0.00041816281078132811,-0.017407218522781914,0.0096840539260408358,140,1
20220221,140,70,912500,42355.060599999997,1341992,70,1020683,41902.27169999999,1728185,0.42618947402443336,0.52263433696975281,0.88681336613491668,-0.096444862945319454,-0.061978956609627843,0.025106488739568375,-0.042033074048570811,140,1
20220222,140,70,1230345,69192.856509000005,1313516,70,1276975,42354.328857999993,1803382,0.41027521628705882,0.50530561316908462,0.88274816821083013,-0.095030396882025803,-0.021219202498971679,0.043512123991355095,-0.033767759969539214,140,1
20220223,140,70,864366,44646.244074000009,1263587,70,1000219,37044.650750000001,1725096,0.41120564184737446,0.50351800059188789,0.87450291650201772,-0.092312358744513434,-0.038011718167117875,-0.043410658418460424,0.0090978273912075396,140,1
20220224,134,67,1444619,89362.035067999997,1089868,67,1277198,52787.683765000002,1397876,0.42653011565184179,0.48618950651332732,0.80615288389802164,-0.059659390861485528,0.070049197687556686,0.18297568490553043,-0.065958296349548085,116,0.71396598434828984
20220225,136,68,965465,52820.77191000001,1100961,68,910783,42857.152696000005,1406469,0.42951703678023856,0.477490131111658,0.80067120517821033,-0.047973094331419441,0.0062677315050997003,0.0061250067960248265,-0.00069581114455506677,134,1
20220228,136,68,692198,40910.631720000005,1162466,68,705598,31950.904059,1467014,0.43239737982534071,0.480559828559118,0.79875792932442913,-0.048162448733777286,0.055864830815987122,0.043047518288707391,0.00038286213373852908,136,1
20220301,136,68,891377,43397.457591999999,1296798,68,977894,52047.436560000002,1426957,0.4766850847034883,0.47382441384119234,0.79781441429203437,0.0028606708622959665,0.11555778835682076,-0.027305124559138496,0.06632071740420159,136,1
20220302,136,68,588671,31160.159553999998,1291889,68,564392,30234.550303999997,1467000,0.46603529625677487,0.47661971734015396,0.78941486953625173,-0.010584421083379092,-0.0037854777690897118,0.028061812654480829,-0.016503687005622752,136,1
20220303,136,68,706667,36042.798222999998,1291649,68,773717,38838.576868000011,1567808,0.44491099002520323,0.47701051707146358,0.78814963820053952,-0.032099527046260345,-0.00018577447443240093,0.068717109747784597,-0.036626337630836184,136,1
20220304,136,68,1022813,59881.956982000003,1300393,68,1066366,42742.272401999995,1738425,0.41793085198347496,0.46305464819361941,0.77846748308059255,-0.045123796210144451,0.0067696409783153163,0.10882518777809527,-0.056609698974315753,136,1
20220307,136,68,1565566,110165.51973899998,1250569,68,1699211,57424.278471999998,2094617,0.35400927482419564,0.43892654904410333,0.76645364413219474,-0.08491727421990769,-0.03831457105659597,0.20489350992996533,-0.13360984435395604,136,1
20220308,144,72,2011293,147834.02542600001,1287447,72,1879819,71996.325528000001,2232679,0.34102182605627196,0.43906396663688085,0.74789339927036702,-0.098042140580608894,-0.019315207717447019,0.064840016098408448,-0.047820958236701933,136,1
20220309,152,76,2542992,216791.09427099998,1272323,76,2364571,92627.121612999996,2361604,0.31996910677704166,0.4337826174112554,0.73505494194022059,-0.11381351063421374,-0.079218018295122053,0.055653768410058049,-0.064272131168032057,144,1
20220310,152,76,1285480,81229.944728000002,1272491,76,1504730,61997.396969000001,2260333,0.32792120540490427,0.44467920586232146,0.72361912169980724,-0.11675800045741719,0.00013204194217977667,-0.042882295253564948,0.027914429761522454,152,1
20220311,152,76,2168332,163230.697289,1237548,76,2279071,84493.716950999995,2237505,0.32065538398856563,0.43969676950773817,0.70205231402226098,-0.11904138551917254,-0.027460312096509915,-0.010099396858781428,-0.0034292679171110704,152,1
20220314,152,76,1710112,128308.15530599999,1248659,76,1653398,63049.310722000002,2420494,0.30176152995562461,0.42910748753997291,0.69727291284936876,-0.1273459575843483,0.0089782376117936435,0.081782610541652423,-0.049460540601826794,152,1
20220315,160,80,2812020,341953.340272,1155107,80,2895351,101446.37621900001,2576282,0.27348536291005898,0.3845946882788901,0.6752790984804854,-0.11110932536883111,-0.13927661595359503,0.055697721208976349,-0.084140672247791246,152,1
20220316,184,92,2605274,240356.57196999999,1276599,92,3121998,142099.70110399998,2458690,0.31179048053143482,0.39350834172614618,0.63316894623146969,-0.081717861194711361,-0.024894663438105733,-0.050229361537285126,0.026973601519434183,160,1
20220317,184,92,1888550,111705.62189599998,1293850,92,2494832,133243.52877,2229388,0.33665873630867377,0.4120538510801362,0.59447672850939959,-0.075395114771462435,0.013513248874548703,-0.093261858957412277,0.06600640539460266,184,1
20220318,184,92,1720690,95439.007763000001,1295074,92,2161117,100333.193119,2072402,0.34554983186663807,0.43188296709648266,0.54787740135341723,-0.086333135229844593,0.00094601383467944502,-0.07041663452032576,0.044904715491828825,184,1
20220321,184,92,1523182,95349.891849999985,1231972,92,1517903,64778.719253000003,2071333,0.31418914323798641,0.42933001471667293,0.48964960849815564,-0.11514087147868651,-0.048724628862906676,-0.00051582656260706179,-0.018421215177183148,184,1
20220322,184,92,1336409,69147.687523000001,1271109,92,1469804,64619.774672,2024107,0.30372774669953195,0.44945316666190371,0.43718803259027633,-0.14572541996237176,0.031767767449260208,-0.022799810556776722,0.026144422025819597,184,1
20220323,184,92,1262926,65520.03392300001,1241181,92,1349094,60300.783767000001,1948634,0.25763959100929723,0.46557410050967357,0.36774358387555389,-0.20793450950037634,-0.023544794348871734,-0.037287060417260549,0.013821552213876116,184,1
20220324,140,70,859590,49579.401674000001,1034048,70,849223,44712.024581000005,1176991,,0.46767515181776531,0,,0.080427195591723191,0.074218329591211885,-0.0022193783063208152,122,0.63225641612444605
20220325,140,70,1166388,78439.240497000021,1015385,70,1072432,56201.249582999997,1322513,,0.43431535507537111,0,,-0.018048485176703596,0.12363900828468527,-0.074256944359642682,140,1
20220328,142,71,1363351,96031.09228099999,1055781,71,1174283,58809.134685000005,1407879,0.42792966600255505,0.42971096162615685,0.65642093470689944,-0.0017812956236017974,0.036248319602909244,0.064403147643917302,-0.020688669907754743,140,1
20220329,142,71,734993,48964.221347999999,1072129,71,770322,40212.883649000003,1451016,0.4234677921365011,0.42776751336332736,0.66278751320276874,-0.0042997212268262586,0.015484271832889586,0.030639706963453535,-0.010873659514705763,142,1
20220330,144,72,1179335,64938.395727000003,1174945,72,1274554,72370.019358999998,1352968,0.48108162531983806,0.43369942974549647,0.65613492236481241,0.04738219557434159,0.094271305038852601,-0.067575409230497804,0.07891896819247407,142,1
20220331,144,72,608588,33541.281103999994,1174867,72,722143,40228.875568000003,1421786,0.4631272826593178,0.43174805902686963,0.65987330613678452,0.031379223632448161,-6.6386086157224378e-05,0.050864469817467964,-0.027254102494824781,144,1
20220401,144,72,1194273,59795.517868000003,1229003,72,1410317,81994.372105999995,1396712,0.48743998777174857,0.43082151915216116,0.65778197557617635,0.056618468619587414,0.046078407172897018,-0.017635565408577664,0.030504653490474085,144,1
20220406,144,72,926115,45809.538693000002,1295732,72,1041311,53614.126406000003,1512405,0.47683306318654139,0.43069989745951143,0.66591159904235442,0.046133165727029968,0.054295229547853013,0.08283239493897096,-0.018647873055529635,144,1
20220407,144,72,1058580,54676.207609999998,1257508,72,1018497,53172.269285999995,1534106,0.45821329642960901,0.43630377266442782,0.6460821589231176,0.021909523765181182,-0.029499927454134035,0.014348669833807743,-0.021339770816025002,144,1
20220408,144,72,913095,46264.455625000002,1290147,72,887992,48259.050166000001,1526413,0.46726434077737866,0.44116930793103865,0.64718805919277411,0.026095032846340016,0.025955302073624981,-0.0050146469670283543,0.014447556144939809,144,1
20220411,144,72,1506965,92588.971533000004,1261325,72,1365327,57660.744428999991,1788958,0.40329732092674703,0.43300580360803997,0.65620960415804042,-0.029708482681292947,-0.022340089927736916,0.17200128667667269,-0.10344782287613259,144,1
20220412,144,72,1241726,69345.838574000009,1250464,72,1376548,66755.878756999999,1684007,0.42121263751142313,0.43479587110185547,0.63803629342392543,-0.013583233590432342,-0.0086107862763363918,-0.058665994394502277,0.030846318194082321,144,1
20220413,144,72,873410,43076.575600000004,1329651,72,928984,48183.094706000003,1651132,0.44998787723771538,0.43942297590540397,0.62957786594998699,0.010564901332311416,0.063326093354146934,-0.019521890348436793,0.038188143621116034,144,1
20220414,144,72,1328585,57166.552296000002,1424968,72,1445294,78464.759482000009,1584826,0.48207932759040417,0.45921259842519685,0.62234956943897157,0.022866729165207322,0.07168572805946824,-0.040157903789642499,0.054221659208335528,144,1
