trade_date,contract_rows,P_contract_rows,P_volume,P_amount,P_interest,C_contract_rows,C_volume,C_amount,C_interest,near_put_interest_share,far_put_interest_share,near_interest_share,put_interest_term_spread,matched_put_interest_growth,matched_call_interest_growth,matched_interest_imbalance,matched_contract_rows,matched_prior_interest_coverage
20201201,174,87,1246673,70258.917632000012,1300539,87,2289665,172186.06004700001,1377348,0.48871089964376763,0.4745455459254676,0.78452750246743053,0.014165353718300022,0.087257192778588233,0.0044375149041431146,0.038283059933910513,174,1
20201202,182,91,1032118,62944.352061999998,1353299,91,2361884,176137.669685,1475484,0.48129089361702126,0.46823504214762696,0.77882432127172707,0.013055851469394308,0.040245621238578777,0.033384446051397322,0.0023746334330014673,174,1
20201203,182,91,651267,41745.583311000002,1359926,91,1252207,95453.455542000011,1580675,0.46268680777643195,0.46167777758842132,0.78050031269118114,0.0010090301880106289,0.0048969222618209284,0.071292538583949405,-0.034843252380970899,182,1
20201204,182,91,825840,52922.627814000007,1373514,91,1476593,106704.006863,1639507,0.455872354335563,0.45581494007706902,0.77468726570442092,5.7414258493981851e-05,0.0099917201377133762,0.03721954228415076,-0.015385970418972177,182,1
20201207,182,91,826405,53436.351294,1394790,91,1455697,94652.151436,1733345,0.44103620886100486,0.46183108786129068,0.7668041820445729,-0.020794879000285815,0.015490195221890712,0.057235498232090502,-0.024082805928003822,182,1
20201208,182,91,740284,42570.593068999995,1410924,91,1361922,76558.08146300001,1827235,0.42693634901058208,0.46402028150499408,0.76319661881952061,-0.037083932494411997,0.011567332716753059,0.054166943107113702,-0.024856983474178702,182,1
20201209,182,91,875019,49448.321416999999,1403892,91,1405659,75612.554699,1896626,0.41413769272718659,0.45871638063794457,0.74836949836359024,-0.044578687910757975,-0.0049839679529159612,0.037975958210082449,-0.023600755861586786,182,1
20201210,182,91,899566,55911.532361000005,1401837,91,1260342,54802.796797999996,1920750,0.4074227826808926,0.46024724900911657,0.72572335953881717,-0.052824466328223962,-0.001463787812737732,0.012719429133629931,-0.0079317852531026953,182,1
20201211,182,91,1525219,90440.205937999999,1393660,91,1655021,72720.63036499999,1991379,0.3957256866516935,0.45072662924934287,0.7093510591753891,-0.055000942597649372,-0.0058330604770740107,0.036771573604060914,-0.023718265315550803,182,1
20201214,190,95,834081,40829.415205000005,1394133,95,1058221,52927.388208999997,1873896,0.41267020342714505,0.4566816675981813,0.6835529917268176,-0.044011464171036241,-0.0020543030581346958,-0.059166035194706784,0.033960908574465466,182,1
20201215,190,95,786877,37989.378531000002,1420716,95,983715,52301.193435000008,1830896,0.427350693699933,0.45561578004736664,0.66120834835152531,-0.028265086347433632,0.019067764696768529,-0.022946844435336861,0.021292038718138669,190,1
20201216,190,95,697175,28845.548549000006,1442237,95,926867,51267.814829000003,1767627,0.44234753228500179,0.4616596352895963,0.63926664805736322,-0.019312103004594516,0.015147995799301197,-0.034556304672684848,0.026076296925955495,190,1
20201217,190,95,1288942,49857.590004999998,1467551,95,1946559,117048.01052299999,1646909,0.47393481808495574,0.46701824422244592,0.60540928443454078,0.0069165738625098228,0.017551900277138918,-0.068293819906575307,0.045494762394917669,190,1
20201218,190,95,1054695,46763.157569000003,1414222,95,1467384,79695.486638000002,1744341,0.45463403076158471,0.43939186000428526,0.54784565006301922,0.015242170757299445,-0.036338771190916025,0.059160524351983018,-0.048406786409200951,190,1
20201221,190,95,1048904,48034.583948000007,1376862,95,1678784,94811.042480999997,1699128,0.4658999335241687,0.43078781597857368,0.47926683766852296,0.035112117545595012,-0.026417351731199204,-0.025919817283432539,0.0024862571998722203,190,1
20201222,190,95,1182244,54098.268190000003,1328439,95,1488201,78479.124484999993,1765317,0.45446644252747354,0.41138465058827711,0.41801745192574979,0.043081791939196423,-0.035169101914353074,0.038954687345508991,-0.037260199155393872,190,1
20201223,190,95,1177160,58616.924798000007,1310819,95,1387937,76736.325347000005,1675561,0.46829616858060918,0.42218640810392288,0.36317715762896885,0.046109760476686301,-0.013263687681557076,-0.05084412601249521,0.023316641648533368,190,1
20201224,148,74,774975,49875.803991999994,890404,74,925729,63520.087584000001,1221842,,0.42154370276946906,0,,0.082486000956518271,0.091448316153767056,-0.018015611566966998,130,0.63682284237103115
20201225,148,74,833296,51707.481562999994,958580,74,1008839,71741.733003000001,1229219,,0.43814811141242865,0,,0.076567490712081257,0.0060376055169162621,0.028784052615083659,148,1
20201228,148,74,732774,43366.230303999997,998735,74,998614,74224.542466000014,1288769,0.40809963186339782,0.50237771984691215,0.69764905329127291,-0.094278087983514336,0.041890087420976864,0.048445395002843269,-0.0088650739853158352,148,1
20201229,148,74,537349,33840.507902999991,1033436,74,801594,59957.136565000001,1360161,0.40106174348387341,0.50314637596969247,0.69938214327641623,-0.10208463248581906,0.034744952364741399,0.055395497563954441,-0.016039753373108857,148,1
20201230,148,74,746470,42324.298591999992,1083670,74,1042703,82891.923813000001,1288897,0.43374755739368154,0.50947834087058363,0.69626021098666546,-0.075730783476902097,0.048608718875672995,-0.05239379749897255,0.05075958902020683,148,1
20201231,150,75,1216739,60806.055841000009,1158704,75,2150141,194161.94302100004,1295484,0.44632340264690601,0.52898839159287703,0.68777656805428111,-0.082664988945971019,0.069083761661760501,0.0016549033786252896,0.03065498255686773,148,1
20210104,150,75,885876,45884.344187000002,1218895,75,1618374,137132.781185,1386537,0.4431892784176214,0.52233839249386615,0.68870037675134099,-0.079149114076244753,0.051946830251729519,0.070284928258473281,-0.012575238734766856,150,1
20210105,150,75,939541,49825.133418999998,1296981,75,1568153,138021.27990699999,1355639,0.47095493958338275,0.52772968863220193,0.68316117649719899,-0.056774749048819184,0.064062942255075292,-0.022284295334347372,0.041829531532582696,150,1
20210106,158,79,1166083,63998.168137000001,1393948,79,2263525,206068.31012900002,1361132,0.49819631231797157,0.52229047382895266,0.67796216443805624,-0.024094161510981094,0.073915500689678573,-0.014992191874090373,0.043802353899163843,150,1
20210107,158,79,1308890,72151.652996000004,1466209,79,2324311,233984.62372899996,1339365,0.51791278813745467,0.53250031022318345,0.67829185756640176,-0.014587522085728777,0.051839092993425866,-0.015991836206921885,0.034128954513117586,158,1
20210108,166,83,1272257,81471.311696999983,1475897,83,2466863,248940.898885,1449720,0.49272257751259579,0.52928751475702751,0.67862163776051343,-0.036564937244431717,0.0058756971209425121,0.030487581801823999,-0.011483924501724068,158,1
20210111,166,83,1221685,73693.422543000008,1526749,83,2315351,218862.78345899997,1441754,0.50603187440009045,0.53137686349886892,0.67313996313967006,-0.02534498909877847,0.034454978904354436,-0.0054948541787379632,0.020104477106880361,166,1
20210112,166,83,1443747,68585.902759000004,1590509,83,2526844,240207.14091299998,1407724,0.52414251826510727,0.54286521994805048,0.66139489492644499,-0.01872270168294321,0.041761939912847497,-0.023603194442325112,0.032942530292204522,166,1
20210113,174,87,1357561,75854.934440000012,1607166,87,2631070,247581.72915900001,1542690,0.49525647038240317,0.53845273486533285,0.65325049780053435,-0.04319626448292968,0.0096283642532044768,0.057082212138174812,-0.021693444105244656,166,1
20210114,174,87,1199552,81007.194546999977,1575772,87,1762881,137933.22921300001,1629911,0.4643365919549885,0.54046824026433504,0.64247213464338182,-0.076131648309346545,-0.019533763158254967,0.056538254607212075,-0.037657277031076977,174,1
20210115,174,87,1458007,81551.742283,1608704,87,2425080,179836.99157300004,1638323,0.46913968081581925,0.53991422000290079,0.62840623130020168,-0.070774539187081542,0.020898962540265978,0.005161017994234041,0.0076489160032355043,174,1
20210118,174,87,1264888,62827.728706000009,1639482,87,1918792,144069.77294499998,1609877,0.48010083071099341,0.54305273214995886,0.61153384405970534,-0.062951901438965452,0.019132170989815404,-0.017362876551205105,0.018239454122186232,174,1
20210119,174,87,1286947,67967.483131999979,1577643,87,1854208,117156.13763699998,1656028,0.45803453788635351,0.53075553432339184,0.58959121073232246,-0.072720996437038332,-0.037718620881473541,0.028667407510014741,-0.033234247123817347,174,1
20210120,174,87,1085833,57071.220181999997,1583518,87,1516900,91828.506579999987,1607164,0.47298571678992785,0.52656688803938889,0.56498140522935225,-0.053581171249461046,0.003723909655099411,-0.029506747470453398,0.016927819806034691,174,1
20210121,174,87,1342553,64249.430949999987,1599491,87,2251800,152482.75407400003,1531480,0.50204884885398149,0.52053212427666284,0.52323608235272701,-0.018483275422681356,0.010087034059606521,-0.047091647149886381,0.028726460361765918,174,1
20210122,174,87,1027118,49886.139746000001,1570653,87,1573030,101464.06197899999,1529282,0.50159486153137589,0.5113693941621793,0.48048459080593625,-0.0097745326308034119,-0.018029485630116082,-0.0014352129965784731,-0.0085085425575644105,174,1
20210125,174,87,1240017,61096.570875000012,1575998,87,1935318,144842.93292100003,1337173,0.52691603834367728,0.57986154603058593,0.73416974149474923,-0.052945507686908644,0.0034030431928630958,-0.12562038917609702,0.063696174274621889,174,1
20210126,174,87,1359271,77351.11524600003,1553091,87,1673084,103915.01849200002,1499453,0.48526636821538127,0.57545923020680745,0.73923193244716534,-0.090192861991426176,-0.014534916922483404,0.12136051206537972,-0.06356887391780297,174,1
20210127,174,87,958983,54964.513734,1509157,87,1299000,79619.558413000006,1440090,0.48829864000400841,0.5731474722449571,0.72409025083351786,-0.084848832240948691,-0.028288104174191982,-0.039589770402940275,0.0050544725972827909,174,1
20210128,146,73,1164388,99411.828383,1108495,73,1144182,85073.112859000001,1233925,0.41812262098966829,0.56627832235256303,0.6280684078858616,-0.14815570136289474,0.075088170534479068,0.16755791872388909,-0.047797193718083109,128,0.70513592113512369
20210129,148,74,1160775,98767.75826100001,1171584,74,1202974,93723.879138000004,1346570,0.41308219729673545,0.55646051076433489,0.63611717154709357,-0.14337831346759944,0.056420642402536775,0.09126243491298093,-0.02137490287821996,146,1
20210201,148,74,843411,69187.018169999996,1212141,74,872339,70242.270227000001,1372829,0.41734754116101386,0.55914434839583937,0.63630177526238219,-0.14179680723482552,0.034617236152081288,0.019500657225394891,0.0056779688613166632,148,1
20210202,148,74,725790,54615.721275999997,1236386,74,878997,71265.173389000003,1328796,0.43598029875653022,0.55901842384006539,0.62607253598380153,-0.12303812508353518,0.020001798470639966,-0.032074642945334055,0.026413459343822172,148,1
20210203,148,74,849067,57643.644602,1284278,74,945146,71598.879044000001,1299882,0.45681620882684576,0.56265193415235015,0.62050027862051882,-0.10583572532550439,0.03873547581418748,-0.021759547740962497,0.029941735128345668,148,1
20210204,148,74,1123864,75175.506806000019,1276417,74,1163528,95901.178380999991,1276049,0.45667146709451689,0.56739238856555729,0.60801789328437672,-0.1107209214710404,-0.0061209488911279338,-0.018334741153427772,0.006180731843229521,148,1
20210205,148,74,1129535,67847.729700999989,1251885,74,1661466,143925.787308,1161679,0.47735074332230254,0.575115581277303,0.57718378298648798,-0.097764837955000461,-0.019219424373069303,-0.089628219605986922,0.03519655109999506,148,1
20210208,148,74,1007277,60825.817403999994,1260712,74,1337498,119548.94577400001,1152393,0.48258455101541109,0.57321481068286839,0.56019816792058363,-0.090630259667457302,0.0070509671415505421,-0.0079936023634756253,0.0075046694431968658,148,1
20210209,150,75,1117457,58854.326936999998,1282860,75,1533886,138328.96338200002,1095133,0.50868661385298652,0.57410227128536984,0.52939222276936893,-0.065415657432383312,0.017544054470806973,-0.051032937548214891,0.033536874690492123,148,1
20210210,150,75,1378267,67591.689815999998,1329566,75,2283645,225298.31853300001,1087796,0.51987263801856942,0.58162559446606144,0.51201764568153219,-0.061752956447492013,0.036407714013999969,-0.006699642874427124,0.022726307436565205,150,1
