trade_date,close
20211028,15448.120000000001
20211029,15498.389999999999
20211101,15595.92
20211102,15649.6
20211103,15811.58
20211104,15940.309999999999
20211105,15971.59
20211108,15982.360000000001
20211109,15886.540000000001
20211110,15622.709999999999
20211111,15704.280000000001
20211112,15860.959999999999
20211115,15853.85
20211116,15973.860000000001
20211117,15921.57
20211118,15993.709999999999
20211119,16057.440000000001
20211122,15854.76
20211123,15775.139999999999
20211124,15845.23
20211126,15491.66
20211129,15782.83
20211130,15537.690000000001
20211201,15254.049999999999
20211202,15381.32
20211203,15085.469999999999
20211206,15225.15
20211207,15686.92
20211208,15786.99
20211209,15517.370000000001
20211210,15630.6
20211213,15413.280000000001
20211214,15237.639999999999
20211215,15565.58
20211216,15180.43
20211217,15169.68
20211220,14980.940000000001
20211221,15341.09
20211222,15521.889999999999
20211223,15653.370000000001
20211227,15871.26
20211228,15781.719999999999
20211229,15766.219999999999
20211230,15741.559999999999
20211231,15644.969999999999
20220103,15832.799999999999
20220104,15622.719999999999
20220105,15100.17
20220106,15080.870000000001
20220107,14935.9
20220110,14942.83
20220111,15153.450000000001
20220112,15188.389999999999
20220113,14806.809999999999
20220114,14893.75
20220118,14506.9
20220119,14340.26
20220120,14154.02
20220121,13768.92
20220124,13855.129999999999
20220125,13539.290000000001
20220126,13542.120000000001
20220127,13352.780000000001
20220128,13770.57
20220131,14239.879999999999
20220201,14346
20220202,14417.549999999999
20220203,13878.82
20220204,14098.01
20220207,14015.67
20220208,14194.459999999999
20220209,14490.370000000001
20220210,14185.639999999999
20220211,13791.15
20220214,13790.92
20220215,14139.76
20220216,14124.09
20220217,13716.719999999999
20220218,13548.07
20220222,13381.52
20220223,13037.49
20220224,13473.59
20220225,13694.620000000001
20220228,13751.4
20220301,13532.459999999999
20220302,13752.02
20220303,13537.940000000001
20220304,13313.440000000001
20220307,12830.959999999999
20220308,12795.549999999999
20220309,13255.549999999999
20220310,13129.959999999999
20220311,12843.809999999999
20220314,12581.219999999999
20220315,12948.620000000001
20220316,13436.549999999999
20220317,13614.780000000001
20220318,13893.84
20220321,13838.459999999999
20220322,14108.82
20220323,13922.6
20220324,14191.84
20220325,14169.299999999999
20220328,14354.9
20220329,14619.639999999999
20220330,14442.27
20220331,14220.52
20220401,14261.5
20220404,14532.549999999999
20220405,14204.17
20220406,13888.82
20220407,13897.299999999999
20220408,13711
20220411,13411.959999999999
20220412,13371.57
20220413,13643.59
20220414,13351.08
20220418,13332.360000000001
20220419,13619.66
20220420,13453.07
20220421,13174.65
20220422,12839.290000000001
20220425,13004.85
20220426,12490.74
20220427,12488.93
20220428,12871.530000000001
20220429,12334.639999999999
20220502,12536.02
20220503,12563.76
20220504,12964.860000000001
20220505,12317.690000000001
20220506,12144.66
20220509,11623.25
20220510,11737.67
20220511,11364.24
20220512,11370.959999999999
20220513,11805
20220516,11662.790000000001
20220517,11984.52
20220518,11418.15
20220519,11388.5
20220520,11354.620000000001
20220523,11535.27
20220524,11264.450000000001
20220525,11434.74
20220526,11740.65
20220527,12131.129999999999
20220531,12081.389999999999
20220601,11994.459999999999
20220602,12316.9
20220603,12012.73
20220606,12061.370000000001
20220607,12175.23
20220608,12086.27
20220609,11754.23
20220610,11340.02
20220613,10809.23
20220614,10828.35
20220615,11099.15
20220616,10646.1
20220617,10798.35
20220621,11069.299999999999
20220622,11053.08
20220623,11232.190000000001
20220624,11607.620000000001
20220627,11524.549999999999
20220628,11181.540000000001
20220629,11177.889999999999
20220630,11028.74
20220701,11127.85
20220705,11322.24
20220706,11361.85
20220707,11621.35
20220708,11635.309999999999
20220711,11372.6
20220712,11264.73
20220713,11247.58
20220714,11251.190000000001
20220715,11452.42
20220718,11360.049999999999
20220719,11713.15
20220720,11897.65
20220721,12059.610000000001
20220722,11834.110000000001
20220725,11782.67
20220726,11562.57
20220727,12032.42
20220728,12162.59
20220729,12390.690000000001
20220801,12368.98
20220802,12348.76
20220803,12668.16
20220804,12720.58
20220805,12657.559999999999
20220808,12644.459999999999
20220809,12493.93
20220810,12854.809999999999
20220811,12779.91
20220812,13047.190000000001
20220815,13128.049999999999
20220816,13102.549999999999
20220817,12938.120000000001
20220818,12965.34
20220819,12705.219999999999
20220822,12381.57
20220823,12381.299999999999
20220824,12431.530000000001
20220825,12639.27
20220826,12141.709999999999
20220829,12017.67
20220830,11883.139999999999
20220831,11816.200000000001
20220901,11785.129999999999
20220902,11630.860000000001
20220906,11544.91
20220907,11791.9
20220908,11862.129999999999
20220909,12112.309999999999
20220912,12266.41
20220913,11633.57
20220914,11719.68
20220915,11552.360000000001
20220916,11448.4
20220919,11535.02
20220920,11425.049999999999
20220921,11220.190000000001
20220922,11066.809999999999
20220923,10867.93
20220926,10802.92
20220927,10829.5
20220928,11051.639999999999
20220929,10737.51
20220930,10575.620000000001
20221003,10815.440000000001
20221004,11176.41
20221005,11148.639999999999
20221006,11073.309999999999
20221007,10652.4
20221010,10542.1
20221011,10426.190000000001
20221012,10417.1
20221013,10649.15
20221014,10321.389999999999
20221017,10675.799999999999
20221018,10772.4
20221019,10680.51
20221020,10614.84
20221021,10859.719999999999
20221024,10952.610000000001
20221025,11199.120000000001
20221026,10970.99
20221027,10792.68
20221028,11102.450000000001
20221031,10988.15
20221101,10890.85
20221102,10524.799999999999
20221103,10342.940000000001
20221104,10475.25
20221107,10564.52
20221108,10616.200000000001
20221109,10353.17
20221110,11114.15
20221111,11323.33
20221114,11196.219999999999
20221115,11358.41
20221116,11183.66
20221117,11144.959999999999
20221118,11146.059999999999
20221121,11024.51
20221122,11174.41
20221123,11285.32
20221125,11226.360000000001
20221128,11049.5
20221129,10983.780000000001
20221130,11468
20221201,11482.450000000001
20221202,11461.5
20221205,11239.940000000001
20221206,11014.889999999999
20221207,10958.549999999999
20221208,11082
20221209,11004.620000000001
20221212,11143.74
20221213,11256.809999999999
20221214,11170.889999999999
20221215,10810.530000000001
20221216,10705.41
20221219,10546.030000000001
20221220,10547.110000000001
20221221,10709.370000000001
20221222,10476.120000000001
20221223,10497.860000000001
20221227,10353.23
20221228,10213.290000000001
20221229,10478.09
20221230,10466.48
20230103,10386.98
20230104,10458.76
20230105,10305.24
20230106,10569.290000000001
20230109,10635.65
20230110,10742.629999999999
20230111,10931.67
20230112,11001.1
20230113,11079.16
20230117,11095.110000000001
20230118,10957.01
20230119,10852.27
20230120,11140.440000000001
20230123,11364.41
20230124,11334.27
20230125,11313.360000000001
20230126,11512.41
20230127,11621.709999999999
20230130,11393.809999999999
20230131,11584.549999999999
20230201,11816.32
20230202,12200.82
20230203,12006.959999999999
20230206,11887.450000000001
20230207,12113.790000000001
20230208,11910.52
20230209,11789.58
20230210,11718.120000000001
20230213,11891.790000000001
20230214,11960.15
20230215,12070.59
20230216,11855.83
20230217,11787.27
20230221,11492.299999999999
20230222,11507.07
20230223,11590.4
20230224,11394.940000000001
20230227,11466.98
20230228,11455.540000000001
20230301,11379.48
20230302,11462.98
20230303,11689.01
20230306,11675.74
20230307,11530.33
20230308,11576.01
20230309,11338.35
20230310,11138.889999999999
20230313,11188.84
20230314,11428.15
20230315,11434.049999999999
20230316,11717.280000000001
20230317,11630.51
20230320,11675.540000000001
20230321,11860.110000000001
20230322,11669.959999999999
20230323,11787.4
20230324,11823.959999999999
20230327,11768.84
20230328,11716.08
20230329,11926.24
20230330,12013.469999999999
20230331,12221.91
20230403,12189.450000000001
20230404,12126.33
20230405,11996.860000000001
20230406,12087.959999999999
20230410,12084.360000000001
20230411,12031.879999999999
20230412,11929.34
20230413,12166.27
20230414,12123.469999999999
20230417,12157.719999999999
20230418,12153.41
20230419,12157.23
20230420,12059.559999999999
20230421,12072.459999999999
20230424,12037.200000000001
20230425,11799.16
20230426,11854.35
20230427,12142.24
20230428,12226.58
20230501,12212.6
20230502,12080.51
20230503,12025.33
20230504,11966.4
20230505,12235.41
20230508,12256.92
20230509,12179.549999999999
20230510,12306.440000000001
20230511,12328.51
20230512,12284.74
20230515,12365.209999999999
20230516,12343.049999999999
20230517,12500.57
20230518,12688.84
20230519,12657.9
20230522,12720.780000000001
20230523,12560.25
20230524,12484.16
20230525,12698.09
20230526,12975.690000000001
20230530,13017.43
20230531,12935.290000000001
20230601,13100.98
20230602,13240.77
20230605,13229.43
20230606,13276.42
20230607,13104.889999999999
20230608,13238.52
20230609,13259.139999999999
20230612,13461.92
20230613,13573.32
20230614,13626.48
20230615,13782.82
20230616,13689.57
20230620,13667.290000000001
20230621,13502.200000000001
20230622,13630.610000000001
20230623,13492.52
20230626,13335.780000000001
20230627,13555.67
20230628,13591.75
20230629,13591.33
20230630,13787.92
20230703,13816.77
20230705,13791.65
20230706,13679.040000000001
20230707,13660.719999999999
20230710,13685.48
20230711,13760.700000000001
20230712,13918.959999999999
20230713,14138.57
20230714,14113.700000000001
20230717,14244.950000000001
20230718,14353.639999999999
20230719,14358.02
20230720,14063.309999999999
20230721,14032.809999999999
20230724,14058.870000000001
20230725,14144.559999999999
20230726,14127.280000000001
20230727,14050.110000000001
20230728,14316.66
20230731,14346.02
20230801,14283.91
20230802,13973.450000000001
20230803,13959.719999999999
20230804,13909.24
20230807,13994.4
20230808,13884.32
20230809,13722.02
20230810,13737.99
20230811,13644.85
20230814,13788.33
20230815,13631.049999999999
20230816,13474.629999999999
20230817,13316.93
20230818,13290.780000000001
20230821,13497.59
20230822,13505.870000000001
20230823,13721.030000000001
20230824,13463.969999999999
20230825,13590.65
20230828,13705.129999999999
20230829,13943.76
20230830,14019.309999999999
20230831,14034.969999999999
20230901,14031.809999999999
20230905,14020.950000000001
20230906,13872.469999999999
20230907,13748.83
20230908,13761.530000000001
20230911,13917.9
20230912,13773.610000000001
20230913,13813.59
20230914,13926.049999999999
20230915,13708.34
20230918,13710.24
20230919,13678.190000000001
20230920,13469.129999999999
20230921,13223.99
20230922,13211.809999999999
20230925,13271.32
20230926,13063.610000000001
20230927,13092.85
20230928,13201.280000000001
20230929,13219.32
20231002,13307.77
20231003,13059.469999999999
20231004,13236.01
20231005,13219.83
20231006,13431.34
20231009,13484.24
20231010,13562.84
20231011,13659.68
20231012,13574.219999999999
20231013,13407.23
20231016,13567.98
20231017,13533.75
20231018,13314.299999999999
20231019,13186.18
20231020,12983.809999999999
20231023,13018.33
20231024,13139.879999999999
20231025,12821.23
20231026,12595.610000000001
20231027,12643.01
20231030,12789.48
20231031,12851.24
20231101,13061.469999999999
20231102,13294.190000000001
20231103,13478.280000000001
20231106,13518.780000000001
20231107,13639.860000000001
20231108,13650.41
20231109,13521.450000000001
20231110,13798.110000000001
20231113,13767.74
20231114,14094.379999999999
20231115,14103.84
20231116,14113.67
20231117,14125.48
20231120,14284.530000000001
20231121,14199.98
20231122,14265.860000000001
20231124,14250.85
20231127,14241.02
20231128,14281.76
20231129,14258.49
20231130,14226.219999999999
20231201,14305.030000000001
20231204,14185.49
20231205,14229.91
20231206,14146.709999999999
20231207,14339.99
20231208,14403.969999999999
20231211,14432.49
20231212,14533.4
20231213,14733.959999999999
20231214,14761.559999999999
20231215,14813.92
20231218,14904.809999999999
20231219,15003.219999999999
20231220,14777.940000000001
20231221,14963.870000000001
20231222,14992.969999999999
20231226,15074.57
20231227,15099.18
20231228,15095.139999999999
20231229,15011.35
20240102,14765.940000000001
20240103,14592.209999999999
20240104,14510.299999999999
20240105,14524.07
20240108,14843.77
20240109,14857.709999999999
20240110,14969.65
20240111,14970.190000000001
20240112,14972.76
20240116,14944.35
20240117,14855.620000000001
20240118,15055.65
20240119,15310.969999999999
20240122,15360.290000000001
20240123,15425.940000000001
20240124,15481.92
20240125,15510.5
20240126,15455.360000000001
20240129,15628.049999999999
20240130,15509.9
20240131,15164.01
20240201,15361.639999999999
20240202,15628.950000000001
20240205,15597.68
20240206,15609
20240207,15756.65
20240208,15793.719999999999
20240209,15990.66
20240212,15942.549999999999
20240213,15655.6
20240214,15859.15
20240215,15906.17
20240216,15775.65
20240220,15630.780000000001
20240221,15580.870000000001
20240222,16041.620000000001
20240223,15996.82
20240226,15976.25
20240227,16035.299999999999
20240228,15947.74
20240229,16091.92
20240301,16274.940000000001
20240304,16207.51
20240305,15939.59
20240306,16031.540000000001
20240307,16273.379999999999
20240308,16085.110000000001
20240311,16019.27
20240312,16265.639999999999
20240313,16177.77
20240314,16128.530000000001
20240315,15973.17
20240318,16103.450000000001
20240319,16166.790000000001
20240320,16369.41
20240321,16401.84
20240322,16428.82
20240325,16384.470000000001
20240326,16315.700000000001
20240327,16399.52
20240328,16379.459999999999
20240401,16396.830000000002
20240402,16240.450000000001
20240403,16277.459999999999
20240404,16049.08
20240405,16248.52
20240408,16253.959999999999
20240409,16306.639999999999
20240410,16170.360000000001
20240411,16442.200000000001
20240412,16175.09
20240415,15885.02
20240416,15865.25
20240417,15683.370000000001
20240418,15601.5
20240419,15282.01
20240422,15451.309999999999
20240423,15696.639999999999
20240424,15712.75
20240425,15611.76
20240426,15927.9
20240429,15983.08
20240430,15657.82
20240501,15605.48
20240502,15840.959999999999
20240503,16156.33
20240506,16349.25
20240507,16332.559999999999
20240508,16302.76
20240509,16346.27
20240510,16340.870000000001
20240513,16388.240000000002
20240514,16511.18
20240515,16742.389999999999
20240516,16698.32
20240517,16685.970000000001
20240520,16794.880000000001
20240521,16832.630000000001
20240522,16801.540000000001
20240523,16736.029999999999
20240524,16920.799999999999
20240528,17019.880000000001
20240529,16920.580000000002
20240530,16737.080000000002
20240531,16735.02
20240603,16828.669999999998
20240604,16857.049999999999
20240605,17187.900000000001
20240606,17173.119999999999
20240607,17133.130000000001
20240610,17192.529999999999
20240611,17343.549999999999
20240612,17608.439999999999
20240613,17667.560000000001
20240614,17688.880000000001
20240617,17857.02
20240618,17862.23
20240620,17721.59
20240621,17689.360000000001
20240624,17496.82
20240625,17717.650000000001
20240626,17805.16
20240627,17858.68
20240628,17732.599999999999
20240701,17879.299999999999
20240702,18028.759999999998
20240703,18188.299999999999
20240705,18352.759999999998
20240708,18403.740000000002
20240709,18429.290000000001
20240710,18647.450000000001
20240711,18283.41
20240712,18398.450000000001
20240715,18472.57
20240716,18509.34
20240717,17996.919999999998
20240718,17871.220000000001
20240719,17726.939999999999
20240722,18007.57
20240723,17997.349999999999
20240724,17342.41
20240725,17181.73
20240726,17357.880000000001
20240729,17370.200000000001
20240730,17147.419999999998
20240731,17599.400000000001
20240801,17194.150000000001
20240802,16776.16
20240805,16200.08
20240806,16366.85
20240807,16195.809999999999
20240808,16660.02
20240809,16745.299999999999
20240812,16780.610000000001
20240813,17187.610000000001
20240814,17192.599999999999
20240815,17594.5
20240816,17631.720000000001
20240819,17876.77
20240820,17816.939999999999
20240821,17918.990000000002
20240822,17619.349999999999
20240823,17877.790000000001
20240826,17725.77
20240827,17754.82
20240828,17556.029999999999
20240829,17516.43
20240830,17713.630000000001
20240903,17136.299999999999
20240904,17084.299999999999
20240905,17127.66
20240906,16690.830000000002
20240909,16884.599999999999
20240910,17025.880000000001
20240911,17395.529999999999
20240912,17569.68
20240913,17683.98
20240916,17592.130000000001
20240917,17628.060000000001
20240918,17573.299999999999
20240919,18013.98
20240920,17948.32
20240923,17974.27
20240924,18074.52
20240925,18082.209999999999
20240926,18190.290000000001
20240927,18119.59
20240930,18189.169999999998
20241001,17910.360000000001
20241002,17925.119999999999
20241003,17918.48
20241004,18137.849999999999
20241007,17923.900000000001
20241008,18182.919999999998
20241009,18291.619999999999
20241010,18282.049999999999
20241011,18342.939999999999
20241014,18502.689999999999
20241015,18315.59
20241016,18367.080000000002
20241017,18373.610000000001
20241018,18489.549999999999
20241021,18540.009999999998
20241022,18573.130000000001
20241023,18276.650000000001
20241024,18415.490000000002
20241025,18518.610000000001
20241028,18567.189999999999
20241029,18712.75
20241030,18607.93
20241031,18095.150000000001
20241101,18239.919999999998
20241104,18179.98
20241105,18439.169999999998
20241106,18983.470000000001
20241107,19269.459999999999
20241108,19286.779999999999
20241111,19298.759999999998
20241112,19281.400000000001
20241113,19230.73
20241114,19107.650000000001
20241115,18680.119999999999
20241118,18791.810000000001
20241119,18987.470000000001
20241120,18966.139999999999
20241121,18972.419999999998
20241122,19003.650000000001
20241125,19054.84
20241126,19175.580000000002
20241127,19060.48
20241129,19218.169999999998
20241202,19403.950000000001
20241203,19480.91
20241204,19735.119999999999
20241205,19700.720000000001
20241206,19859.77
20241209,19736.689999999999
20241210,19687.240000000002
20241211,20034.900000000001
20241212,19902.84
20241213,19926.73
20241216,20173.889999999999
20241217,20109.060000000001
20241218,19392.689999999999
20241219,19372.77
20241220,19572.599999999999
20241223,19764.889999999999
20241224,20031.130000000001
20241226,20020.360000000001
20241227,19722.029999999999
20241230,19486.790000000001
20241231,19310.790000000001
20250102,19280.790000000001
20250103,19621.68
20250106,19864.98
20250107,19489.68
20250108,19478.880000000001
20250110,19161.630000000001
20250113,19088.099999999999
20250114,19044.389999999999
20250115,19511.23
20250116,19338.290000000001
20250117,19630.200000000001
20250121,19756.779999999999
20250122,20009.34
20250123,20053.68
20250124,19954.299999999999
20250127,19341.830000000002
20250128,19733.59
20250129,19632.32
20250130,19681.75
20250131,19627.439999999999
20250203,19391.959999999999
20250204,19654.02
20250205,19692.330000000002
20250206,19791.990000000002
20250207,19523.400000000001
20250210,19714.27
20250211,19643.860000000001
20250212,19649.950000000001
20250213,19945.650000000001
20250214,20026.77
20250218,20041.259999999998
20250219,20056.25
20250220,19962.360000000001
20250221,19524.009999999998
20250224,19286.93
20250225,19026.389999999999
