trade_date,close
20191216,8814.2299999999996
20191217,8823.3600000000006
20191218,8827.7299999999996
20191219,8887.2199999999993
20191220,8924.9599999999991
20191223,8945.6499999999996
20191224,8952.8799999999992
20191226,9022.3899999999994
20191227,9006.6200000000008
20191230,8945.9899999999998
20191231,8972.6000000000004
20200102,9092.1900000000005
20200103,9020.7700000000004
20200106,9071.4699999999993
20200107,9068.5799999999999
20200108,9129.2399999999998
20200109,9203.4300000000003
20200110,9178.8600000000006
20200113,9273.9300000000003
20200114,9251.3299999999999
20200115,9258.7000000000007
20200116,9357.1299999999992
20200117,9388.9400000000005
20200121,9370.8099999999995
20200122,9383.7700000000004
20200123,9402.4799999999996
20200124,9314.9099999999999
20200127,9139.3099999999995
20200128,9269.6800000000003
20200129,9275.1599999999999
20200130,9298.9300000000003
20200131,9150.9400000000005
20200203,9273.3999999999996
20200204,9467.9699999999993
20200205,9508.6800000000003
20200206,9572.1499999999996
20200207,9520.5100000000002
20200210,9628.3899999999994
20200211,9638.9400000000005
20200212,9725.9599999999991
20200213,9711.9699999999993
20200214,9731.1800000000003
20200218,9732.7399999999998
20200219,9817.1800000000003
20200220,9750.9599999999991
20200221,9576.5900000000001
20200224,9221.2800000000007
20200225,8965.6100000000006
20200226,8980.7700000000004
20200227,8566.4799999999996
20200228,8567.3700000000008
20200302,8952.1700000000001
20200303,8684.0900000000001
20200304,9018.0900000000001
20200305,8738.6000000000004
20200306,8575.6200000000008
20200309,7950.6800000000003
20200310,8344.25
20200311,7952.0500000000002
20200312,7201.8000000000002
20200313,7874.8800000000001
20200316,6904.5900000000001
20200317,7334.7799999999997
20200318,6989.8400000000001
20200319,7150.5799999999999
20200320,6879.5200000000004
20200323,6860.6700000000001
20200324,7417.8599999999997
20200325,7384.3000000000002
20200326,7797.54
20200327,7502.3800000000001
20200330,7774.1499999999996
20200331,7700.1000000000004
20200401,7360.5799999999999
20200402,7487.3100000000004
20200403,7373.0799999999999
20200406,7913.2399999999998
20200407,7887.2600000000002
20200408,8090.8999999999996
20200409,8153.5799999999999
20200413,8192.4200000000001
20200414,8515.7399999999998
20200415,8393.1800000000003
20200416,8532.3600000000006
20200417,8650.1399999999994
20200420,8560.7299999999996
20200421,8263.2299999999996
20200422,8495.3799999999992
20200423,8494.75
20200424,8634.5200000000004
20200427,8730.1599999999999
20200428,8607.7299999999996
20200429,8914.7099999999991
20200430,8889.5499999999993
20200501,8604.9500000000007
20200504,8710.7099999999991
20200505,8809.1200000000008
20200506,8854.3899999999994
20200507,8979.6599999999999
20200508,9121.3199999999997
20200511,9192.3400000000001
20200512,9002.5499999999993
20200513,8863.1700000000001
20200514,8943.7199999999993
20200515,9014.5599999999995
20200518,9234.8299999999999
20200519,9185.1000000000004
20200520,9375.7800000000007
20200521,9284.8799999999992
20200522,9324.5900000000001
20200526,9340.2199999999993
20200527,9412.3600000000006
20200528,9368.9899999999998
20200529,9489.8700000000008
20200601,9552.0499999999993
20200602,9608.3799999999992
20200603,9682.9099999999999
20200604,9615.8099999999995
20200605,9814.0799999999999
20200608,9924.75
20200609,9953.75
20200610,10020.35
20200611,9492.7299999999996
20200612,9588.8099999999995
20200615,9726.0200000000004
20200616,9895.8700000000008
20200617,9910.5300000000007
20200618,9943.0499999999993
20200619,9946.1200000000008
20200622,10056.469999999999
20200623,10131.370000000001
20200624,9909.1700000000001
20200625,10017
20200626,9757.2199999999993
20200629,9874.1499999999996
20200630,10058.77
20200701,10154.629999999999
20200702,10207.629999999999
20200706,10433.65
20200707,10343.889999999999
20200708,10492.5
20200709,10547.75
20200710,10617.440000000001
20200713,10390.84
20200714,10488.58
20200715,10550.49
20200716,10473.83
20200717,10503.190000000001
20200720,10767.09
20200721,10680.360000000001
20200722,10706.129999999999
20200723,10461.42
20200724,10363.18
20200727,10536.27
20200728,10402.09
20200729,10542.940000000001
20200730,10587.809999999999
20200731,10745.27
20200803,10902.799999999999
20200804,10941.17
20200805,10998.4
20200806,11108.07
20200807,11010.98
20200810,10968.360000000001
20200811,10782.82
20200812,11012.24
20200813,11042.5
20200814,11019.299999999999
20200817,11129.73
20200818,11210.84
20200819,11146.459999999999
20200820,11264.950000000001
20200821,11311.799999999999
20200824,11379.719999999999
20200825,11466.469999999999
20200826,11665.059999999999
20200827,11625.34
20200828,11695.629999999999
20200831,11775.459999999999
20200901,11939.67
20200902,12056.440000000001
20200903,11458.1
20200904,11313.129999999999
20200908,10847.690000000001
20200909,11141.559999999999
20200910,10919.59
20200911,10853.549999999999
20200914,11056.65
20200915,11190.32
20200916,11050.469999999999
20200917,10910.280000000001
20200918,10793.280000000001
20200921,10778.799999999999
20200922,10963.639999999999
20200923,10632.99
20200924,10672.27
20200925,10913.559999999999
20200928,11117.530000000001
20200929,11085.25
20200930,11167.51
20201001,11326.51
20201002,11075.02
20201005,11332.49
20201006,11154.6
20201007,11364.6
20201008,11420.98
20201009,11579.940000000001
20201012,11876.26
20201013,11863.9
20201014,11768.73
20201015,11713.870000000001
20201016,11671.559999999999
20201019,11478.879999999999
20201020,11516.49
20201021,11484.690000000001
20201022,11506.01
20201023,11548.280000000001
20201026,11358.940000000001
20201027,11431.35
20201028,11004.870000000001
20201029,11185.59
20201030,10911.59
20201102,10957.610000000001
20201103,11160.57
20201104,11590.780000000001
20201105,11890.93
20201106,11895.23
20201109,11713.780000000001
20201110,11553.860000000001
20201111,11786.43
20201112,11709.59
20201113,11829.290000000001
20201116,11924.129999999999
20201117,11899.34
20201118,11801.6
20201119,11904.709999999999
20201120,11854.969999999999
20201123,11881.17
20201124,12037.33
20201125,12094.4
20201127,12205.85
20201130,12198.74
20201201,12355.110000000001
20201202,12349.370000000001
20201203,12377.18
20201204,12464.23
20201207,12519.950000000001
20201208,12582.77
20201209,12338.950000000001
20201210,12405.809999999999
20201211,12377.870000000001
20201214,12440.040000000001
20201215,12595.059999999999
20201216,12658.190000000001
20201217,12764.75
20201218,12755.639999999999
20201221,12742.52
20201222,12807.92
20201223,12771.110000000001
20201224,12804.73
20201228,12899.42
20201229,12850.219999999999
20201230,12870
20201231,12888.280000000001
20210104,12698.450000000001
20210105,12818.959999999999
20210106,12740.790000000001
20210107,13067.48
20210108,13201.98
20210111,13036.43
20210112,13072.43
20210113,13128.950000000001
20210114,13112.639999999999
20210115,12998.5
20210119,13197.18
20210120,13457.25
20210121,13530.91
20210122,13543.059999999999
20210125,13635.99
20210126,13626.059999999999
20210127,13270.6
20210128,13337.16
20210129,13070.690000000001
20210201,13403.389999999999
20210202,13612.780000000001
20210203,13610.540000000001
20210204,13777.74
20210205,13856.299999999999
20210208,13987.639999999999
20210209,14007.700000000001
20210210,13972.530000000001
20210211,14025.77
20210212,14095.469999999999
20210216,14047.5
20210217,13965.49
20210218,13865.360000000001
20210219,13874.459999999999
20210222,13533.049999999999
20210223,13465.200000000001
20210224,13597.969999999999
20210225,13119.43
20210226,13192.35
20210301,13588.83
20210302,13358.790000000001
20210303,12997.75
20210304,12723.469999999999
20210305,12920.15
20210308,12609.16
20210309,13073.82
20210310,13068.83
20210311,13398.67
20210312,13319.860000000001
20210315,13459.709999999999
20210316,13471.57
20210317,13525.200000000001
20210318,13116.17
20210319,13215.24
20210322,13377.540000000001
20210323,13227.700000000001
20210324,12961.889999999999
20210325,12977.68
20210326,13138.719999999999
20210329,13059.65
20210330,13045.4
20210331,13246.870000000001
20210401,13480.110000000001
20210405,13705.59
20210406,13698.379999999999
20210407,13688.84
20210408,13829.309999999999
20210409,13900.190000000001
20210412,13850
20210413,13996.1
20210414,13857.84
20210415,14038.76
20210416,14052.34
20210419,13914.77
20210420,13786.27
20210421,13950.219999999999
20210422,13818.41
20210423,14016.809999999999
20210426,14138.780000000001
20210427,14090.219999999999
20210428,14051.030000000001
20210429,14082.549999999999
20210430,13962.68
20210503,13895.120000000001
20210504,13633.5
20210505,13582.42
20210506,13632.84
20210507,13752.24
20210510,13401.860000000001
20210511,13389.43
20210512,13031.68
20210513,13124.99
20210514,13429.98
20210517,13379.049999999999
20210518,13303.639999999999
20210519,13299.74
20210520,13535.74
20210521,13470.99
20210524,13661.17
20210525,13657.17
20210526,13738
20210527,13736.280000000001
20210528,13748.74
20210601,13736.48
20210602,13756.33
20210603,13614.51
20210604,13814.49
20210607,13881.719999999999
20210608,13924.91
20210609,13911.75
20210610,14020.33
20210611,14069.42
20210614,14174.139999999999
20210615,14072.860000000001
20210616,14039.68
20210617,14161.35
20210618,14030.379999999999
20210621,14141.48
20210622,14253.27
20210623,14271.73
20210624,14369.709999999999
20210625,14360.389999999999
20210628,14500.51
20210629,14528.33
20210630,14503.950000000001
20210701,14522.379999999999
20210702,14639.33
20210706,14663.639999999999
20210707,14665.059999999999
20210708,14559.780000000001
20210709,14701.92
20210712,14733.24
20210713,14677.65
20210714,14644.950000000001
20210715,14543.129999999999
20210716,14427.24
20210719,14274.98
20210720,14498.879999999999
20210721,14631.950000000001
20210722,14684.6
20210723,14836.99
20210726,14840.709999999999
20210727,14660.58
20210728,14762.58
20210729,14778.26
20210730,14672.68
20210802,14681.07
20210803,14761.290000000001
20210804,14780.530000000001
20210805,14895.120000000001
20210806,14835.76
20210809,14860.18
20210810,14788.09
20210811,14765.139999999999
20210812,14816.26
20210813,14822.9
20210816,14793.76
20210817,14656.18
20210818,14525.91
20210819,14541.790000000001
20210820,14714.66
20210823,14942.65
20210824,15019.799999999999
20210825,15041.860000000001
20210826,14945.809999999999
20210827,15129.5
20210830,15265.889999999999
20210831,15259.24
20210901,15309.379999999999
20210902,15331.18
20210903,15363.52
20210907,15374.33
20210908,15286.639999999999
20210909,15248.25
20210910,15115.49
20210913,15105.58
20210914,15037.76
20210915,15161.530000000001
20210916,15181.92
20210917,15043.969999999999
20210920,14713.9
20210921,14746.4
20210922,14896.85
20210923,15052.24
20210924,15047.700000000001
20210927,14969.969999999999
20210928,14546.68
20210929,14512.440000000001
20210930,14448.58
20211001,14566.700000000001
20211004,14255.48
20211005,14433.83
20211006,14501.91
20211007,14654.02
20211008,14579.540000000001
20211011,14486.200000000001
20211012,14465.92
20211013,14571.639999999999
20211014,14823.43
20211015,14897.34
20211018,15021.809999999999
20211019,15129.09
20211020,15121.68
20211021,15215.700000000001
20211022,15090.200000000001
20211025,15226.709999999999
20211026,15235.709999999999
20211027,15235.84
